Customer ID,Sold Date,Subscription Status,Customer Source,Subscription Source,Latitude,Longitude,Customer Status,Zip Code
907319,5/3/2013,Frozen,Yelp,Yelp,40.02224,-75.233414,Active,19004
907319,4/4/2014,Frozen,Yelp,Customer Call In,40.02224,-75.233414,Active,19004
907319,4/4/2014,Frozen,Yelp,Customer Call In,40.02224,-75.233414,Active,19004
907319,10/7/2015,Active,Yelp,Yelp,40.02224,-75.233414,Active,19004
907337,3/21/2017,Active,Program Change,Previous Customer,40.142838,-75.497299,Active,19460
907337,4/27/2016,Frozen,Program Change,Program Change,40.142838,-75.497299,Active,19460
907337,5/3/2013,Frozen,Program Change,GLF Customer Call In,40.142838,-75.497299,Active,19460
907337,4/4/2023,Frozen,Program Change,Program Change,40.142838,-75.497299,Active,19460
907338,8/28/2018,Frozen,Google,Google,39.828285,-75.733177,Active,19311
907338,5/9/2013,Frozen,Google,Google,39.828285,-75.733177,Active,19311
907338,4/23/2015,Frozen,Google,Google,39.828285,-75.733177,Active,19311
907338,1/28/2020,Active,Google,Google,39.828285,-75.733177,Active,19311
907366,4/19/2016,Active,Program Change,Program Change,40.02813,-75.918541,Active,19320
907366,5/6/2013,Frozen,Program Change,GLF Customer Call In,40.02813,-75.918541,Active,19320
907366,5/6/2013,Frozen,Program Change,GLF Customer Call In,40.02813,-75.918541,Active,19320
907373,5/6/2013,Frozen,Angi,Angi,39.796539,-75.479187,Active,19703
907373,11/6/2014,Active,Angi,Angi,39.796539,-75.479187,Active,19703
907382,6/7/2017,Active,Jon Lead,GLF Customer Call In,39.925625,-75.595596,Active,19382
907388,5/7/2013,Frozen,Matt Jesten Lead,Google Adwords - VERIFIED,40.018902,-74.857002,Active,8060
907388,5/7/2013,Active,Matt Jesten Lead,Google Adwords - VERIFIED,40.018902,-74.857002,Active,8060
907388,5/7/2013,Frozen,Matt Jesten Lead,Google Adwords - VERIFIED,40.018902,-74.857002,Active,8060
907399,3/5/2018,Frozen,Previous Customer,Previous Customer,39.676422,-75.682648,Active,19713
907399,3/26/2020,Active,Previous Customer,Previous Customer,39.676422,-75.682648,Active,19713
907401,9/9/2016,Active,Program Change,Program Change,40.027973,-75.737373,Active,19335
907401,5/7/2013,Frozen,Program Change,GLF Customer Call In,40.027973,-75.737373,Active,19335
907401,5/7/2013,Frozen,Program Change,GLF Customer Call In,40.027973,-75.737373,Active,19335
907455,5/28/2015,Active,Program Change,Program Change,40.051498,-75.474594,Active,19301
907455,5/28/2013,Frozen,Program Change,Angi,40.051498,-75.474594,Active,19301
907455,1/1/2016,Frozen,Program Change,Angi,40.051498,-75.474594,Active,19301
907455,5/28/2013,Frozen,Program Change,Angi,40.051498,-75.474594,Active,19301
907455,5/28/2013,Frozen,Program Change,Angi,40.051498,-75.474594,Active,19301
907498,5/10/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.399464,-74.289497,Active,8857
907498,5/10/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.399464,-74.289497,Active,8857
907498,10/22/2020,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.399464,-74.289497,Active,8857
907500,5/10/2013,Frozen,Previous Customer,GLF Customer Call In,39.976719,-75.596748,Active,19380
907500,5/26/2016,Frozen,Previous Customer,Previous Customer,39.976719,-75.596748,Active,19380
907500,6/18/2014,Frozen,Previous Customer,Previous Customer,39.976719,-75.596748,Active,19380
907500,2/12/2018,Active,Previous Customer,Previous Customer,39.976719,-75.596748,Active,19380
907500,6/3/2016,Frozen,Previous Customer,Customer Call In,39.976719,-75.596748,Active,19380
907500,6/3/2016,Frozen,Previous Customer,GLF Customer Call In,39.976719,-75.596748,Active,19380
907530,3/15/2014,Active,Google Adwords - VERIFIED,Customer Call In,40.267754,-75.208694,Active,18914
907530,5/14/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.267754,-75.208694,Active,18914
907530,5/14/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.267754,-75.208694,Active,18914
907551,5/27/2015,Frozen,Reinspect,Reinspect,40.04187,-75.548241,Active,19355
907551,5/14/2013,Frozen,Reinspect,Home Advisors,40.04187,-75.548241,Active,19355
907551,5/14/2013,Frozen,Reinspect,Home Advisors,40.04187,-75.548241,Active,19355
907551,5/31/2016,Frozen,Reinspect,Home Advisors,40.04187,-75.548241,Active,19355
907551,5/15/2020,Active,Reinspect,Reinspect,40.04187,-75.548241,Active,19355
907551,6/5/2020,Frozen,Reinspect,Reinspect,40.04187,-75.548241,Active,19355
907582,10/5/2015,Frozen,Jon Lead,Jon Lead,40.128181,-75.336258,Active,19401
907582,5/24/2013,Frozen,Jon Lead,Employee Referral,40.128181,-75.336258,Active,19401
907582,5/24/2013,Frozen,Jon Lead,Employee Referral,40.128181,-75.336258,Active,19401
907582,9/17/2020,Active,Jon Lead,Jon Lead,40.128181,-75.336258,Active,19401
907617,9/29/2017,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.172157,-75.473389,Active,19426
907617,5/14/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.172157,-75.473389,Active,19426
907617,5/14/2013,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.172157,-75.473389,Active,19426
907627,7/9/2014,Frozen,Reinspect,Reinspect,39.655922,-75.754066,Active,19713
907627,7/9/2014,Frozen,Reinspect,Reinspect,39.655922,-75.754066,Active,19713
907627,6/29/2017,Frozen,Reinspect,Customer Call In,39.655922,-75.754066,Active,19713
907627,6/21/2013,Frozen,Reinspect,Angi,39.655922,-75.754066,Active,19713
907627,6/18/2015,Frozen,Reinspect,Angi,39.655922,-75.754066,Active,19713
907627,7/8/2020,Active,Reinspect,Reinspect,39.655922,-75.754066,Active,19713
907629,5/15/2013,Frozen,Employee Referral,Employee Referral,39.905994,-75.166641,Active,19148
907629,5/15/2013,Frozen,Employee Referral,Employee Referral,39.905994,-75.166641,Active,19148
907629,5/15/2013,Frozen,Employee Referral,Employee Referral,39.905994,-75.166641,Active,19148
907631,5/15/2013,Frozen,eLocal Exterminators,eLocal Exterminators,40.551609,-75.105103,Active,18972
907631,5/15/2013,Active,eLocal Exterminators,eLocal Exterminators,40.551609,-75.105103,Active,18972
907642,5/15/2013,Frozen,PC No TC,Google,40.035622,-75.617241,Active,19341
907642,11/20/2017,Frozen,PC No TC,PC No TC,40.035622,-75.617241,Active,19341
907642,11/19/2013,Frozen,PC No TC,Customer Call In,40.035622,-75.617241,Active,19341
907642,4/13/2020,Frozen,PC No TC,PC No TC,40.035622,-75.617241,Active,19341
907642,3/10/2025,Active,PC No TC,PC No TC,40.035622,-75.617241,Active,19341
907655,5/16/2013,Frozen,Google,Google,40.621483,-74.505905,Active,7059
907655,5/16/2013,Frozen,Google,Google,40.621483,-74.505905,Active,7059
907655,5/16/2013,Frozen,Google,Google,40.621483,-74.505905,Active,7059
907655,5/16/2013,Frozen,Google,Google,40.621483,-74.505905,Active,7059
907655,5/12/2016,Frozen,Google,Google,40.621483,-74.505905,Active,7059
907655,7/8/2020,Active,Google,Google,40.621483,-74.505905,Active,7059
907675,5/21/2013,Frozen,Employee Referral,Driveway,39.995125,-75.435181,Active,19073
907675,5/11/2015,Active,Employee Referral,Employee Referral,39.995125,-75.435181,Active,19073
907699,5/17/2013,Frozen,Home Advisors,Home Advisors,40.458424,-74.362022,Active,8872
907699,5/17/2013,Active,Home Advisors,Home Advisors,40.458424,-74.362022,Active,8872
907700,4/26/2016,Active,Program Change,Program Change,39.970718,-75.369156,Active,19008
907700,5/17/2013,Frozen,Program Change,GLF Customer Call In,39.970718,-75.369156,Active,19008
907700,5/17/2013,Frozen,Program Change,GLF Customer Call In,39.970718,-75.369156,Active,19008
907761,11/19/2019,Active,Google,Google,40.063358,-75.511635,Active,19355
907807,5/21/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.96117,-74.963867,Active,8057
907807,5/21/2013,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.96117,-74.963867,Active,8057
907829,6/1/2016,Active,Previous Customer,Previous Customer,40.551792,-74.327888,Active,8840
907829,5/22/2013,Frozen,Previous Customer,Angi,40.551792,-74.327888,Active,8840
907829,5/22/2013,Frozen,Previous Customer,Angi,40.551792,-74.327888,Active,8840
907880,6/9/2015,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.947964,-75.972923,Active,19310
907880,6/9/2015,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.947964,-75.972923,Active,19310
907880,6/9/2015,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.947964,-75.972923,Active,19310
907880,7/26/2024,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.947964,-75.972923,Active,19310
907892,4/8/2014,Active,GLF Customer Call In,GLF Customer Call In,40.267349,-74.619705,Active,8550
907899,1/16/2015,Active,Home Advisors,Home Advisors,39.966778,-75.290131,Active,19082
907899,5/28/2013,Frozen,Home Advisors,Home Advisors,39.966778,-75.290131,Active,19082
907907,5/28/2015,Frozen,Previous Customer,Previous Customer,40.606655,-75.389694,Active,18015
907907,5/30/2013,Frozen,Previous Customer,eLocal Exterminators,40.606655,-75.389694,Active,18015
907907,5/31/2013,Frozen,Previous Customer,eLocal Exterminators,40.606655,-75.389694,Active,18015
907907,5/31/2013,Frozen,Previous Customer,eLocal Exterminators,40.606655,-75.389694,Active,18015
907907,5/31/2013,Frozen,Previous Customer,eLocal Exterminators,40.606655,-75.389694,Active,18015
907907,12/27/2022,Active,Previous Customer,Previous Customer,40.606655,-75.389694,Active,18015
907929,5/29/2013,Active,Angi,Angi,40.497433,-75.538101,Active,18049
907929,5/29/2013,Frozen,Angi,Angi,40.497433,-75.538101,Active,18049
907929,5/29/2013,Frozen,Angi,Angi,40.497433,-75.538101,Active,18049
907961,5/30/2013,Frozen,Home Advisors,Home Advisors,39.912888,-75.309525,Active,19018
907961,5/30/2013,Frozen,Home Advisors,Home Advisors,39.912888,-75.309525,Active,19018
907961,7/7/2020,Active,Home Advisors,Home Advisors,39.912888,-75.309525,Active,19018
907964,6/1/2015,Frozen,Reinspect,Reinspect,40.096207,-75.022209,Active,19115
907964,6/1/2015,Frozen,Reinspect,By The Way,40.096207,-75.022209,Active,19115
907964,6/12/2014,Frozen,Reinspect,Google,40.096207,-75.022209,Active,19115
907964,5/30/2013,Frozen,Reinspect,Google Adwords - VERIFIED,40.096207,-75.022209,Active,19115
907964,4/19/2016,Frozen,Reinspect,Customer Call In,40.096207,-75.022209,Active,19115
907964,7/8/2020,Active,Reinspect,Reinspect,40.096207,-75.022209,Active,19115
908016,5/4/2016,Frozen,Program Change,Program Change,40.627563,-74.564888,Active,7059
908016,6/3/2013,Frozen,Program Change,Google Adwords - VERIFIED,40.627563,-74.564888,Active,7059
908016,6/3/2013,Frozen,Program Change,Google Adwords - VERIFIED,40.627563,-74.564888,Active,7059
908016,10/6/2021,Active,Program Change,Program Change,40.627563,-74.564888,Active,7059
908055,6/3/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.769619,-75.686401,Active,19707
908055,6/3/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.769619,-75.686401,Active,19707
908055,6/16/2021,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.769619,-75.686401,Active,19707
908057,8/11/2014,Frozen,Reinspect,Reinspect,40.671043,-75.250069,Active,18045
908057,8/11/2014,Frozen,Reinspect,Reinspect,40.671043,-75.250069,Active,18045
908057,6/4/2013,Frozen,Reinspect,Google Adwords - VERIFIED,40.671043,-75.250069,Active,18045
908057,6/22/2015,Frozen,Reinspect,Google Adwords - VERIFIED,40.671043,-75.250069,Active,18045
908057,1/29/2020,Active,Reinspect,Reinspect,40.671043,-75.250069,Active,18045
908058,4/18/2017,Active,TECH PEST - Insert,Program Change,39.998825,-75.44799,Active,19312
908058,6/6/2013,Frozen,TECH PEST - Insert,TECH PEST - Insert,39.998825,-75.44799,Active,19312
908058,6/3/2013,Frozen,TECH PEST - Insert,Google Adwords - VERIFIED,39.998825,-75.44799,Active,19312
908058,6/3/2013,Frozen,TECH PEST - Insert,Google Adwords - VERIFIED,39.998825,-75.44799,Active,19312
908058,6/3/2013,Frozen,TECH PEST - Insert,Google Adwords - VERIFIED,39.998825,-75.44799,Active,19312
908068,4/28/2016,Frozen,Program Change,Program Change,40.042061,-75.408226,Active,19087
908068,6/3/2013,Frozen,Program Change,Angi,40.042061,-75.408226,Active,19087
908068,6/3/2013,Frozen,Program Change,Angi,40.042061,-75.408226,Active,19087
908068,6/3/2013,Frozen,Program Change,Angi,40.042061,-75.408226,Active,19087
908068,7/28/2025,Active,Program Change,Program Change,40.042061,-75.408226,Active,19087
908142,7/22/2016,Active,Program Change,Program Change,39.965092,-75.60305,Active,19380
908142,6/7/2013,Frozen,Program Change,Home Advisors,39.965092,-75.60305,Active,19380
908142,6/7/2013,Frozen,Program Change,Home Advisors,39.965092,-75.60305,Active,19380
908146,7/18/2018,Frozen,TC no PC,TC no PC,40.04982,-75.431007,Active,19333
908146,6/7/2013,Frozen,TC no PC,Employee Referral,40.04982,-75.431007,Active,19333
908146,7/14/2015,Frozen,TC no PC,Employee Referral,40.04982,-75.431007,Active,19333
908146,1/29/2020,Active,TC no PC,TC no PC,40.04982,-75.431007,Active,19333
908147,9/9/2015,Frozen,YB: Downingtown/Exton,Jon Lead,40.076656,-75.697784,Active,19335
908147,8/28/2013,Active,YB: Downingtown/Exton,YB: Downingtown/Exton,40.076656,-75.697784,Active,19335
908147,6/7/2013,Frozen,YB: Downingtown/Exton,YB: Downingtown/Exton,40.076656,-75.697784,Active,19335
908147,6/7/2013,Frozen,YB: Downingtown/Exton,YB: Downingtown/Exton,40.076656,-75.697784,Active,19335
908151,6/7/2013,Frozen,Angi,Angi,39.932056,-75.331856,Active,19064
908151,6/7/2013,Active,Angi,Angi,39.932056,-75.331856,Active,19064
908151,6/12/2020,Frozen,Angi,Angi,39.932056,-75.331856,Active,19064
908151,6/12/2020,Frozen,Angi,Angi,39.932056,-75.331856,Active,19064
908173,6/10/2019,Active,Google,Google,40.096706,-75.150253,Active,19095
908191,6/10/2013,Frozen,Customer Call In,Angi,39.996887,-75.296967,Active,19003
908191,2/15/2017,Frozen,Customer Call In,Customer Call In,39.996887,-75.296967,Active,19003
908191,5/27/2015,Frozen,Customer Call In,Angi,39.996887,-75.296967,Active,19003
908191,6/10/2013,Active,Customer Call In,Angi,39.996887,-75.296967,Active,19003
908191,6/10/2013,Frozen,Customer Call In,Angi,39.996887,-75.296967,Active,19003
908191,6/26/2020,Active,Customer Call In,Customer Call In,39.996887,-75.296967,Active,19003
908192,6/10/2013,Frozen,Angi,Angi,40.567032,-75.290627,Active,18055
908192,6/10/2013,Active,Angi,Angi,40.567032,-75.290627,Active,18055
908195,6/10/2013,Frozen,Walk In,Truck,39.862267,-75.425934,Active,19014
908195,6/10/2013,Frozen,Walk In,Truck,39.862267,-75.425934,Active,19014
908195,6/10/2013,Frozen,Walk In,Truck,39.862267,-75.425934,Active,19014
908195,6/16/2015,Frozen,Walk In,Truck,39.862267,-75.425934,Active,19014
908195,1/29/2020,Active,Walk In,Walk In,39.862267,-75.425934,Active,19014
908195,8/31/2021,Frozen,Walk In,Walk In,39.862267,-75.425934,Active,19014
908226,6/11/2013,Frozen,Google,Google,40.09787,-75.726295,Active,19343
908226,6/11/2013,Frozen,Google,Google,40.09787,-75.726295,Active,19343
908226,6/11/2013,Active,Google,Google,40.09787,-75.726295,Active,19343
908229,7/8/2013,Frozen,Previous Customer,Google,39.945606,-75.152885,Active,19106
908229,5/28/2014,Frozen,Previous Customer,Pre-Qualified,39.945606,-75.152885,Active,19106
908229,5/28/2014,Frozen,Previous Customer,Pre-Qualified,39.945606,-75.152885,Active,19106
908229,7/25/2016,Frozen,Previous Customer,Previous Customer,39.945606,-75.152885,Active,19106
908229,8/9/2021,Active,Previous Customer,Previous Customer,39.945606,-75.152885,Active,19106
908238,2/3/2017,Active,Previous Customer,Previous Customer,40.457588,-75.132835,Active,18947
908238,8/3/2016,Frozen,Previous Customer,Previous Customer,40.457588,-75.132835,Active,18947
908238,11/5/2015,Frozen,Previous Customer,Other,40.457588,-75.132835,Active,18947
908238,3/2/2016,Frozen,Previous Customer,Previous Customer,40.457588,-75.132835,Active,18947
908262,5/8/2019,Active,Reinspect,Angi,40.080826,-75.111252,Active,19027
908262,7/23/2013,Frozen,Reinspect,Angi,40.080826,-75.111252,Active,19027
908263,6/12/2013,Frozen,Google Adwords - VERIFIED,Google,40.003178,-75.71492,Active,19335
908263,6/3/2023,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.003178,-75.71492,Active,19335
908264,6/12/2013,Frozen,Previous Customer,Google Adwords - VERIFIED,40.148243,-75.454659,Active,19426
908264,5/12/2015,Active,Previous Customer,Google Adwords - VERIFIED,40.148243,-75.454659,Active,19426
908265,6/17/2013,Frozen,Reinspect,Google Adwords - VERIFIED,39.901196,-75.290947,Active,19036
908265,6/2/2015,Frozen,Reinspect,Google Adwords - VERIFIED,39.901196,-75.290947,Active,19036
908265,1/29/2020,Active,Reinspect,Reinspect,39.901196,-75.290947,Active,19036
908270,6/19/2013,Frozen,Jon Lead,Jon Lead,40.014889,-74.929489,Active,8075
908270,6/19/2013,Frozen,Jon Lead,Jon Lead,40.014889,-74.929489,Active,8075
908270,10/18/2018,Active,Jon Lead,Jon Lead,40.014889,-74.929489,Active,8075
908298,3/24/2016,Frozen,Previous Customer,Previous Customer,39.964497,-75.61483,Active,19380
908298,6/6/2014,Frozen,Previous Customer,Pre-Qualified,39.964497,-75.61483,Active,19380
908298,6/9/2014,Frozen,Previous Customer,Pre-Qualified,39.964497,-75.61483,Active,19380
908298,6/9/2014,Frozen,Previous Customer,Pre-Qualified,39.964497,-75.61483,Active,19380
908298,7/6/2015,Frozen,Previous Customer,Google Adwords - VERIFIED,39.964497,-75.61483,Active,19380
908298,1/29/2020,Active,Previous Customer,Previous Customer,39.964497,-75.61483,Active,19380
908298,10/28/2021,Active,Previous Customer,Previous Customer,39.964497,-75.61483,Active,19380
908305,5/18/2015,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,5/25/2016,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,6/13/2013,Frozen,Previous Customer,Google,39.931267,-75.389526,Active,19063
908305,4/9/2019,Frozen,Previous Customer,Google,39.931267,-75.389526,Active,19063
908305,5/10/2018,Frozen,Previous Customer,Google,39.931267,-75.389526,Active,19063
908305,6/5/2014,Frozen,Previous Customer,Pre-Qualified,39.931267,-75.389526,Active,19063
908305,4/19/2021,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,5/3/2022,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,6/23/2023,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,5/9/2024,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908305,6/5/2025,Frozen,Previous Customer,Previous Customer,39.931267,-75.389526,Active,19063
908315,8/10/2020,Active,Google,Unknown Source,40.001057,-75.612511,Active,19380
908323,6/18/2013,Active,Home Advisors,Home Advisors,40.028015,-75.527786,Active,19355
908323,6/18/2013,Frozen,Home Advisors,Home Advisors,40.028015,-75.527786,Active,19355
908356,6/7/2018,Active,Home Advisors,Home Advisors,40.010803,-75.318604,Active,19041
908377,4/19/2014,Active,Angi,Angi,40.299671,-75.326012,Active,18964
908377,6/17/2013,Frozen,Angi,Angi,40.299671,-75.326012,Active,18964
908380,4/29/2016,Active,Program Change,Program Change,39.991116,-75.681633,Active,19335
908380,6/17/2013,Frozen,Program Change,Angi,39.991116,-75.681633,Active,19335
908380,6/17/2013,Frozen,Program Change,Angi,39.991116,-75.681633,Active,19335
908380,6/17/2013,Frozen,Program Change,Angi,39.991116,-75.681633,Active,19335
908393,6/17/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.701569,-75.773239,Active,19711
908393,6/17/2013,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,39.701569,-75.773239,Active,19711
908475,8/6/2018,Frozen,Google,Google,40.656033,-74.883385,Active,8801
908475,10/21/2013,Frozen,Google,Google,40.656033,-74.883385,Active,8801
908475,4/28/2014,Frozen,Google,Previous Customer,40.656033,-74.883385,Active,8801
908475,6/24/2013,Frozen,Google,Google Adwords - VERIFIED,40.656033,-74.883385,Active,8801
908475,6/24/2013,Frozen,Google,Google Adwords - VERIFIED,40.656033,-74.883385,Active,8801
908475,7/28/2025,Frozen,Google,Previous Customer,40.656033,-74.883385,Active,8801
908499,10/7/2019,Active,Jon Lead,Google Adwords - VERIFIED,39.933487,-75.282654,Active,19050
908499,2/6/2018,Frozen,Jon Lead,Google Adwords - VERIFIED,39.933487,-75.282654,Active,19050
908499,8/19/2013,Frozen,Jon Lead,Jon Lead,39.933487,-75.282654,Active,19050
908499,6/21/2013,Frozen,Jon Lead,Google Adwords - VERIFIED,39.933487,-75.282654,Active,19050
908499,6/21/2013,Frozen,Jon Lead,Google Adwords - VERIFIED,39.933487,-75.282654,Active,19050
908513,7/3/2013,Frozen,Saved Cancel,Google,39.962769,-75.557968,Active,19382
908513,11/25/2014,Frozen,Saved Cancel,Pre-Qualified,39.962769,-75.557968,Active,19382
908513,5/29/2019,Active,Saved Cancel,Google,39.962769,-75.557968,Active,19382
908513,7/24/2017,Frozen,Saved Cancel,Saved Cancel,39.962769,-75.557968,Active,19382
908519,4/25/2019,Active,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.211823,-75.267616,Active,19454
908519,9/1/2016,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.211823,-75.267616,Active,19454
908519,7/3/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.211823,-75.267616,Active,19454
908519,7/3/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.211823,-75.267616,Active,19454
908519,7/3/2013,Frozen,Google Adwords - VERIFIED,Google Adwords - VERIFIED,40.211823,-75.267616,Active,19454
908560,6/25/2013,Active,Angi,Angi,40.447098,-74.850761,Active,8551
908560,6/25/2013,Frozen,Angi,Angi,40.447098,-74.850761,Active,8551
908611,6/28/2013,Frozen,Google,Google,40.014282,-75.555351,Active,19380
908611,6/28/2013,Frozen,Google,Google,40.014282,-75.555351,Active,19380
908611,6/5/2023,Active,Google,Google,40.014282,-75.555351,Active,19380
908617,6/27/2013,Frozen,Google,Google,40.059475,-75.381271,Active,19087
908617,6/27/2013,Active,Google,Google,40.059475,-75.381271,Active,19087
908638,5/3/2016,Active,Program Change,Program Change,40.559414,-75.423523,Active,18034
908638,6/28/2013,Frozen,Program Change,Google,40.559414,-75.423523,Active,18034
908638,6/28/2013,Frozen,Program Change,Google,40.559414,-75.423523,Active,18034
908638,6/28/2013,Frozen,Program Change,Google,40.559414,-75.423523,Active,18034
908685,7/1/2013,Frozen,Home Advisors,Home Advisors,40.079269,-75.456802,Active,19087
908685,3/25/2015,Active,Home Advisors,Customer Call In,40.079269,-75.456802,Active,19087
908694,5/2/2016,Active,Program Change,Program Change,40.006275,-75.590569,Active,19380
908694,7/1/2013,Frozen,Program Change,Google Adwords - VERIFIED,40.006275,-75.590569,Active,19380
908694,7/1/2013,Frozen,Program Change,Google Adwords - VERIFIED,40.006275,-75.590569,Active,19380
908696,10/17/2016,Active,Program Change,Program Change,40.035839,-75.538063,Active,19355
908696,7/1/2013,Frozen,Program Change,Moved Customer,40.035839,-75.538063,Active,19355
908696,7/1/2013,Frozen,Program Change,Moved Customer,40.035839,-75.538063,Active,19355
908708,7/2/2013,Frozen,YB: Gloucester County/So,YB: Gloucester County/So,39.797504,-75.228966,Active,8020
908708,6/30/2015,Frozen,YB: Gloucester County/So,YB: Gloucester County/So,39.797504,-75.228966,Active,8020
908708,7/1/2020,Frozen,YB: Gloucester County/So,YB: Gloucester County/So,39.797504,-75.228966,Active,8020
908731,4/12/2019,Frozen,Previous Customer,Google Adwords - VERIFIED,39.967957,-75.145844,Active,19123
908731,3/27/2015,Frozen,Previous Customer,Previous Customer,39.967957,-75.145844,Active,19123
908731,6/9/2014,Frozen,Previous Customer,Previous Customer,39.967957,-75.145844,Active,19123
908731,7/25/2023,Active,Previous Customer,Previous Customer,39.967957,-75.145844,Active,19123
908749,7/2/2013,Frozen,Yelp,Yelp,39.850323,-75.715363,Active,19348
908749,7/2/2013,Active,Yelp,Yelp,39.850323,-75.715363,Active,19348
908754,9/4/2018,Frozen,Customer Call In,Angi,40.030418,-75.352356,Active,19085
908754,7/2/2013,Frozen,Customer Call In,Angi,40.030418,-75.352356,Active,19085
908754,10/4/2013,Frozen,Customer Call In,CENTIPEDE,40.030418,-75.352356,Active,19085
908754,7/19/2014,Frozen,Customer Call In,Customer Call In,40.030418,-75.352356,Active,19085
908754,7/27/2021,Frozen,Customer Call In,Customer Call In,40.030418,-75.352356,Active,19085
908760,5/21/2015,Active,Angi,Angi,39.976955,-75.475266,Active,19073
908774,7/3/2013,Frozen,Customer Referral,Customer Referral,39.967655,-75.702431,Active,19335
908774,7/3/2013,Active,Customer Referral,Customer Referral,39.967655,-75.702431,Active,19335
908783,4/19/2019,Frozen,Pre-Qualified,Home Advisors,39.947311,-74.865685,Active,8054
908783,7/3/2013,Frozen,Pre-Qualified,Home Advisors,39.947311,-74.865685,Active,8054
908783,5/20/2014,Frozen,Pre-Qualified,Pre-Qualified,39.947311,-74.865685,Active,8054
908783,9/18/2020,Frozen,Pre-Qualified,Pre-Qualified,39.947311,-74.865685,Active,8054
908783,8/15/2025,Frozen,Pre-Qualified,Pre-Qualified,39.947311,-74.865685,Active,8054
908820,7/5/2013,Frozen,Google,Google,40.029846,-75.341515,Active,19010
908820,7/5/2013,Frozen,Google,Google,40.029846,-75.341515,Active,19010
908820,7/5/2013,Active,Google,Google,40.029846,-75.341515,Active,19010
908824,3/4/2021,Active,Google,Google,39.748909,-75.877831,Active,19352
908864,5/17/2016,Active,Program Change,Program Change,40.146381,-75.169609,Active,19025
908864,7/10/2013,Frozen,Program Change,Angi,40.146381,-75.169609,Active,19025
908864,7/10/2013,Frozen,Program Change,Angi,40.146381,-75.169609,Active,19025
908877,7/8/2013,Frozen,Previous Customer,Google Adwords - VERIFIED,40.355175,-75.472656,Active,18054
908877,7/8/2013,Frozen,Previous Customer,Google Adwords - VERIFIED,40.355175,-75.472656,Active,18054
908877,11/1/2017,Active,Previous Customer,Previous Customer,40.355175,-75.472656,Active,18054
908933,7/16/2013,Frozen,Google,Google,40.037868,-75.498802,Active,19355
908933,7/27/2016,Frozen,Google,Google,40.037868,-75.498802,Active,19355
908933,7/16/2013,Frozen,Google,Google,40.037868,-75.498802,Active,19355
908933,7/16/2013,Active,Google,Google,40.037868,-75.498802,Active,19355
908933,7/8/2020,Frozen,Google,Google,40.037868,-75.498802,Active,19355
908935,8/19/2016,Frozen,Previous Customer,Previous Customer,40.048126,-75.196457,Active,19119
908935,7/6/2018,Active,Previous Customer,Google,40.048126,-75.196457,Active,19119
908935,7/12/2013,Frozen,Previous Customer,Jon Lead,40.048126,-75.196457,Active,19119
908935,7/10/2013,Frozen,Previous Customer,Google,40.048126,-75.196457,Active,19119
908935,7/10/2013,Frozen,Previous Customer,Google,40.048126,-75.196457,Active,19119
908939,7/6/2015,Frozen,YB: Wilmington,Reinspect,39.775307,-75.534103,Active,19803
908939,7/15/2013,Frozen,YB: Wilmington,YB: Wilmington,39.775307,-75.534103,Active,19803
908939,6/15/2015,Frozen,YB: Wilmington,YB: Wilmington,39.775307,-75.534103,Active,19803
