zip_code,state,population,median_income,median_age,housing_units,density,region,density_category,income_category,lat,lon,pop_color,income_color,age_color,housing_color,density_color
08886,NJ,16599,90923,37,6781,2129,Central NJ,Urban,High,40.6937,-75.111,#94c6dc,#00aa00,#ffb600,#ff8968,#da9cda
08890,NJ,38616,68760,43,14305,6446,Central NJ,Dense Urban,Medium,40.5361,-74.5789,#498fbd,#00ce00,#ffa200,#ff523f,#d394d3
18015,PA,34335,62818,36,13495,5052,Lehigh Valley,Dense Urban,Medium,40.6002,-75.3805,#5799c3,#00d700,#ffba00,#ff5843,#d597d5
18020,PA,32616,59523,39,12010,2487,Lehigh Valley,Urban,Medium,40.6693,-75.3349,#5d9ec5,#00dd00,#ffaf00,#ff634b,#d99bd9
18025,PA,27246,80682,36,10680,1903,Lehigh Valley,Suburban,High,40.6259,-75.3705,#70abcd,#00ba00,#ffba00,#ff6d53,#da9cda
18030,PA,27927,66684,36,10440,1916,Lehigh Valley,Suburban,Medium,40.8011,-75.6614,#6daacc,#00d100,#ffba00,#ff6e54,#da9cda
18035,PA,18361,67091,38,6706,1878,Lehigh Valley,Suburban,Medium,40.751,-75.5394,#8ec2d9,#00d000,#ffb300,#ff8969,#da9dda
18040,PA,35478,83694,40,13212,11623,Lehigh Valley,Dense Urban,High,40.7449,-75.2217,#5397c1,#00b500,#ffac00,#ff5a45,#cb8acb
18045,PA,27372,74991,39,11163,5270,Lehigh Valley,Dense Urban,Medium,40.6957,-75.2865,#6fabcd,#00c400,#ffaf00,#ff6950,#d596d5
18055,PA,17842,82433,36,7013,1662,Lehigh Valley,Suburban,High,40.5817,-75.3255,#90c3da,#00b700,#ffba00,#ff8767,#da9dda
18060,PA,33807,80599,36,13050,4435,Lehigh Valley,Urban,High,40.509,-75.4471,#599bc4,#00ba00,#ffba00,#ff5b46,#d698d6
18065,PA,13519,61093,38,5305,2455,Lehigh Valley,Urban,Medium,40.6967,-75.6116,#9fcee0,#00da00,#ffb300,#ff9370,#d99bd9
18070,PA,21083,68324,37,8044,1584,Lehigh Valley,Suburban,Medium,40.4317,-75.5331,#85bbd6,#00ce00,#ffb600,#ff8061,#da9dda
18080,PA,32277,73400,39,12083,2379,Lehigh Valley,Urban,Medium,40.7345,-75.6186,#5e9fc6,#00c600,#ffaf00,#ff624b,#d99cd9
18085,PA,21388,75360,42,8728,6233,Lehigh Valley,Dense Urban,High,40.7406,-75.2549,#84bad5,#00c300,#ffa500,#ff7b5d,#d394d3
18195,PA,35067,64744,38,13034,2845,Lehigh Valley,Urban,Medium,40.5843,-75.6248,#5598c2,#00d400,#ffb300,#ff5c46,#d99bd9
18210,PA,39846,55025,36,14689,8496,Lehigh Valley,Dense Urban,Medium,40.9748,-75.5842,#448cbb,#00e400,#ffba00,#ff503d,#d090d0
18220,PA,25379,74867,38,10135,3314,Lehigh Valley,Urban,Medium,40.8389,-76.0694,#76b0d0,#00c400,#ffb300,#ff7056,#d89ad8
18225,PA,13072,82749,41,5051,909,Lehigh Valley,Suburban,High,40.9806,-75.9713,#a1cfe1,#00b700,#ffa900,#ff9572,#dc9edc
18230,PA,30990,76165,37,11580,8313,Lehigh Valley,Dense Urban,High,40.9234,-75.9416,#63a2c8,#00c200,#ffb600,#ff664e,#d090d0
18235,PA,28241,60939,36,10950,9127,Lehigh Valley,Dense Urban,Medium,40.8299,-75.6974,#6ca9cc,#00da00,#ffba00,#ff6b51,#cf8fcf
18240,PA,34069,82045,38,12597,4265,Lehigh Valley,Urban,High,40.8626,-75.8239,#589ac3,#00b800,#ffb300,#ff5f48,#d698d6
18245,PA,31167,61420,41,12823,3460,Lehigh Valley,Urban,Medium,40.8518,-76.036,#62a1c7,#00da00,#ffa900,#ff5d47,#d89ad8
18250,PA,23837,61353,41,9102,1879,Lehigh Valley,Suburban,Medium,40.8255,-75.8693,#7cb4d2,#00da00,#ffa900,#ff785b,#da9dda
18255,PA,13932,60085,41,5403,1638,Lehigh Valley,Suburban,Medium,40.9411,-75.8306,#9ecde0,#00dc00,#ffa900,#ff9370,#da9dda
18322,PA,16277,63852,40,6227,596,Poconos/NEPA,Suburban,Medium,40.9309,-75.4104,#96c7dc,#00d600,#ffac00,#ff8d6b,#dc9fdc
18328,PA,16155,49009,45,6326,429,Poconos/NEPA,Rural,Low,41.24,-74.938,#96c7dc,#00ee00,#ff9b00,#ff8c6b,#dc9fdc
18334,PA,26601,63753,45,10264,1454,Poconos/NEPA,Suburban,Medium,41.0677,-75.4482,#72adce,#00d600,#ff9b00,#ff7055,#db9ddb
18340,PA,13722,60514,39,5575,851,Poconos/NEPA,Suburban,Medium,41.4093,-74.7432,#9ecde0,#00db00,#ffaf00,#ff916f,#dc9edc
18346,PA,28331,57297,42,11728,970,Poconos/NEPA,Suburban,Medium,41.1353,-75.4079,#6ca9cb,#00e000,#ffa500,#ff654d,#db9edb
18352,PA,15927,68073,41,6376,401,Poconos/NEPA,Rural,Medium,41.019,-75.336,#97c8dd,#00cf00,#ffa900,#ff8c6a,#dc9fdc
18370,PA,28313,65753,43,11795,1457,Poconos/NEPA,Suburban,Medium,41.0879,-75.3483,#6ca9cb,#00d300,#ffa200,#ff644d,#db9ddb
18410,PA,10871,67626,42,4175,409,Poconos/NEPA,Rural,Medium,41.4865,-75.6933,#a8d4e4,#00d000,#ffa500,#ff9c77,#dc9fdc
18416,PA,18642,59534,45,7004,1479,Poconos/NEPA,Suburban,Medium,41.3756,-75.548,#8dc1d9,#00dd00,#ff9b00,#ff8767,#db9ddb
18428,PA,16275,48180,43,6775,680,Poconos/NEPA,Suburban,Low,41.4787,-75.1978,#96c7dc,#00ef00,#ffa200,#ff8968,#dc9fdc
18434,PA,17583,61998,44,7379,944,Poconos/NEPA,Suburban,Medium,41.4724,-75.5689,#91c4da,#00d900,#ff9e00,#ff8465,#db9edb
18440,PA,28954,61654,41,11568,2836,Poconos/NEPA,Urban,Medium,41.5516,-75.7676,#6aa7cb,#00d900,#ffa900,#ff664e,#d99bd9
18446,PA,23042,56546,46,9935,2086,Poconos/NEPA,Urban,Medium,41.6412,-75.7641,#7eb6d3,#00e200,#ff9700,#ff7257,#da9cda
18452,PA,23523,64991,46,9181,779,Poconos/NEPA,Suburban,Medium,41.4821,-75.5899,#7db5d2,#00d400,#ff9700,#ff775b,#dc9fdc
18458,PA,24673,51614,43,10225,684,Poconos/NEPA,Suburban,Medium,41.4182,-74.918,#79b2d1,#00ea00,#ffa200,#ff7055,#dc9fdc
18464,PA,24662,49958,44,9791,652,Poconos/NEPA,Suburban,Low,41.4045,-75.183,#79b2d1,#00ec00,#ff9e00,#ff7358,#dc9fdc
18470,PA,12776,48832,42,5092,1596,Poconos/NEPA,Suburban,Low,41.7079,-75.5465,#a2d0e1,#00ee00,#ffa500,#ff9571,#da9dda
18610,PA,21156,61589,39,8640,686,Poconos/NEPA,Suburban,Medium,41.0485,-75.5343,#85bbd5,#00d900,#ffaf00,#ff7b5e,#dc9fdc
18616,PA,11450,65195,45,4794,286,Poconos/NEPA,Rural,Medium,41.5269,-76.6008,#a6d3e3,#00d300,#ff9b00,#ff9773,#dc9fdc
18622,PA,13141,47708,46,5124,638,Poconos/NEPA,Suburban,Low,41.1906,-76.2335,#a0cfe1,#00f000,#ff9700,#ff9571,#dc9fdc
18628,PA,19834,48273,46,8379,932,Poconos/NEPA,Suburban,Low,41.418,-76.3002,#89bed7,#00ef00,#ff9700,#ff7d5f,#db9edb
18634,PA,20541,65106,46,8865,769,Poconos/NEPA,Suburban,Medium,41.1963,-76.0044,#87bcd6,#00d400,#ff9700,#ff7a5d,#dc9fdc
18640,PA,10832,67963,45,4189,397,Poconos/NEPA,Rural,Medium,41.3175,-75.7885,#a8d5e4,#00cf00,#ff9b00,#ff9b76,#dc9fdc
18910,PA,16856,76998,39,5903,5927,Suburban Philly,Dense Urban,High,40.4259,-75.1791,#94c5db,#00c000,#ffaf00,#ff8f6d,#d495d4
18914,PA,19669,128470,38,7114,2592,Suburban Philly,Urban,Very High,40.2892,-75.2149,#8abed8,#006c00,#ffb300,#ff8666,#d99bd9
18918,PA,20624,85516,43,7298,7713,Suburban Philly,Dense Urban,High,40.32,-75.3742,#87bcd6,#00b200,#ffa200,#ff8565,#d192d1
18922,PA,37947,99950,38,14862,4346,Suburban Philly,Urban,High,40.2923,-75.0591,#4b90be,#009b00,#ffb300,#ff4e3c,#d698d6
18930,PA,33626,114758,38,12856,3179,Suburban Philly,Urban,Very High,40.531,-75.2117,#5a9bc4,#008300,#ffb300,#ff5d47,#d89ad8
18934,PA,31743,122775,39,12279,2913,Suburban Philly,Urban,Very High,40.3494,-75.0676,#60a0c7,#007600,#ffaf00,#ff614a,#d89bd8
18938,PA,16141,95384,45,6238,1782,Suburban Philly,Suburban,High,40.3556,-74.9839,#96c7dc,#00a200,#ff9b00,#ff8d6b,#da9dda
18942,PA,37967,91390,41,15673,10384,Suburban Philly,Dense Urban,High,40.4592,-75.157,#4b90be,#00a900,#ffa900,#ff4837,#cd8dcd
18946,PA,36312,119179,40,15050,6652,Suburban Philly,Dense Urban,Very High,40.2962,-75.0057,#5195c0,#007c00,#ffac00,#ff4d3b,#d394d3
18950,PA,22611,125594,40,8720,3905,Suburban Philly,Urban,Very High,40.4226,-75.0663,#80b7d3,#007100,#ffac00,#ff7b5d,#d799d7
18954,PA,26738,86120,43,9469,4385,Suburban Philly,Urban,High,40.2167,-75.0029,#72adce,#00b100,#ffa200,#ff7559,#d698d6
18958,PA,28703,127851,45,9918,5083,Suburban Philly,Dense Urban,Very High,40.2904,-75.4355,#6ba8cb,#006d00,#ff9b00,#ff7257,#d597d5
18962,PA,44504,80744,42,15420,14579,Suburban Philly,Dense Urban,High,40.3445,-75.2687,#3480b5,#00ba00,#ffa500,#ff4a39,#c685c6
18966,PA,22069,108210,40,7657,9699,Suburban Philly,Dense Urban,Very High,40.1868,-75.0071,#82b8d4,#008d00,#ffac00,#ff8263,#ce8ece
18970,PA,39323,82597,43,13735,13138,Suburban Philly,Dense Urban,High,40.4107,-75.3782,#468dbc,#00b700,#ffa200,#ff5642,#c987c9
18974,PA,31346,101417,43,11283,8706,Suburban Philly,Dense Urban,Very High,40.2067,-75.0905,#62a1c7,#009800,#ffa200,#ff684f,#cf90cf
19010,PA,51380,55071,34,22096,13252,Philadelphia,Dense Urban,Medium,40.0236,-75.3295,#1d6fab,#00e400,#ffc100,#ff1a14,#c887c8
19013,PA,57901,43906,39,25767,17108,Philadelphia,Dense Urban,Low,39.8498,-75.3747,#065ea2,#00f600,#ffaf00,#ff0000,#c280c2
19016,PA,33149,63150,36,12780,15471,Philadelphia,Dense Urban,Medium,39.934,-75.406,#5b9cc5,#00d700,#ffba00,#ff5d47,#c583c5
19019,PA,19283,39529,38,7830,3866,Philadelphia,Urban,Low,40.0018,-75.1179,#8bbfd8,#00fd00,#ffb300,#ff8162,#d799d7
19022,PA,38095,47752,34,15800,44662,Philadelphia,Dense Urban,Low,39.8685,-75.3374,#4a90be,#00f000,#ffc100,#ff4836,#984c98
19025,PA,54632,62217,37,23231,12835,Philadelphia,Dense Urban,Medium,40.1431,-75.1624,#1167a7,#00d800,#ffb600,#ff120d,#c988c9
19028,PA,50994,70220,32,20174,32129,Philadelphia,Dense Urban,Medium,39.9748,-75.4505,#1e70ac,#00cb00,#ffc800,#ff281e,#ab64ab
19031,PA,48129,54299,32,20150,38042,Philadelphia,Dense Urban,Medium,40.1068,-75.2115,#2877b0,#00e500,#ffc800,#ff281e,#a259a2
19034,PA,44475,54087,33,17595,20988,Philadelphia,Dense Urban,Medium,40.1386,-75.2022,#3480b5,#00e600,#ffc400,#ff3b2d,#bc79bc
19037,PA,18587,42079,36,8278,8418,Philadelphia,Dense Urban,Low,39.934,-75.406,#8ec1d9,#00f900,#ffba00,#ff7e60,#d090d0
19040,PA,43817,63556,34,19415,35836,Philadelphia,Dense Urban,Medium,40.1785,-75.1072,#3782b6,#00d600,#ffc100,#ff2d23,#a55da5
19043,PA,24450,43433,34,9937,9084,Philadelphia,Dense Urban,Low,39.9003,-75.3087,#79b2d1,#00f700,#ffc100,#ff7257,#cf8fcf
19046,PA,29439,44416,36,11670,9129,Philadelphia,Dense Urban,Low,40.098,-75.1078,#68a6ca,#00f500,#ffba00,#ff654d,#cf8fcf
19049,PA,29101,47122,32,12930,5924,Philadelphia,Dense Urban,Low,40.1746,-74.9227,#69a7ca,#00f100,#ffc800,#ff5c46,#d495d4
19052,PA,40433,47127,39,18148,18671,Philadelphia,Dense Urban,Low,39.8942,-75.4456,#428abb,#00f100,#ffaf00,#ff3729,#c07dc0
19055,PA,19958,66795,32,7873,13288,Philadelphia,Dense Urban,Medium,40.1483,-74.8371,#89bed7,#00d100,#ffc800,#ff8162,#c887c8
19058,PA,59814,47794,35,23488,53228,Philadelphia,Dense Urban,Low,40.1551,-74.8288,#005aa0,#00f000,#ffbd00,#ff100c,#8a3c8a
19061,PA,55396,66276,36,22507,58969,Philadelphia,Dense Urban,Medium,39.8295,-75.4354,#0f65a6,#00d200,#ffba00,#ff1711,#823282
19064,PA,34843,71160,34,15669,19601,Philadelphia,Dense Urban,Medium,39.9296,-75.3338,#5698c2,#00ca00,#ffc100,#ff4837,#bf7bbf
19067,PA,28449,59125,34,12930,8051,Philadelphia,Dense Urban,Medium,40.2084,-74.8291,#6ca8cb,#00dd00,#ffc100,#ff5c46,#d091d0
19070,PA,35761,40597,37,14046,13355,Philadelphia,Dense Urban,Low,39.9063,-75.3238,#5296c1,#00fc00,#ffb600,#ff5440,#c887c8
19073,PA,27031,44142,37,11302,20154,Philadelphia,Dense Urban,Low,39.9863,-75.407,#71accd,#00f600,#ffb600,#ff684f,#be7abe
19076,PA,26472,42249,37,11449,10300,Philadelphia,Dense Urban,Low,39.8857,-75.3082,#72adce,#00f900,#ffb600,#ff674e,#cd8dcd
19079,PA,36351,53282,34,14531,9636,Philadelphia,Dense Urban,Medium,39.9035,-75.2695,#5094c0,#00e700,#ffc100,#ff513d,#ce8ece
19082,PA,42264,48412,38,17260,9770,Philadelphia,Dense Urban,Low,39.9579,-75.2681,#3c86b8,#00ef00,#ffb300,#ff3d2e,#ce8ece
19085,PA,29002,67304,35,11818,8434,Philadelphia,Dense Urban,Medium,40.0399,-75.3459,#6aa7ca,#00d000,#ffbd00,#ff644c,#d090d0
19088,PA,22493,72228,36,10098,13096,Philadelphia,Dense Urban,Medium,39.934,-75.406,#80b7d4,#00c800,#ffba00,#ff7156,#c987c9
19091,PA,24816,67492,34,10834,8962,Philadelphia,Dense Urban,Medium,39.934,-75.406,#78b1d0,#00d000,#ffc100,#ff6b52,#cf8fcf
19094,PA,44957,43827,34,17553,11464,Philadelphia,Dense Urban,Low,39.876,-75.3463,#337fb4,#00f600,#ffc100,#ff3b2d,#cb8bcb
19110,PA,23374,73292,37,9283,20654,Philadelphia,Dense Urban,Medium,39.9502,-75.1636,#7db5d2,#00c600,#ffb600,#ff775a,#bd79bd
19113,PA,27885,38778,39,11084,10714,Philadelphia,Dense Urban,Low,39.865,-75.2752,#6eaacc,#00ff00,#ffaf00,#ff6a50,#cc8ccc
19116,PA,19492,51615,35,8518,6518,Philadelphia,Dense Urban,Medium,40.1166,-75.0198,#8bbfd8,#00ea00,#ffbd00,#ff7c5f,#d394d3
19119,PA,25851,40044,32,10082,20153,Philadelphia,Dense Urban,Low,40.0547,-75.1866,#75afcf,#00fc00,#ffc800,#ff7156,#be7abe
19122,PA,43634,61852,38,18394,10187,Philadelphia,Dense Urban,Medium,39.978,-75.1459,#3782b6,#00d900,#ffb300,#ff3528,#cd8dcd
19125,PA,44955,44317,38,19935,9720,Philadelphia,Dense Urban,Low,39.9788,-75.1262,#337fb4,#00f500,#ffb300,#ff2a20,#ce8ece
19128,PA,44649,54789,39,17310,29920,Philadelphia,Dense Urban,Medium,40.0402,-75.2231,#3480b5,#00e400,#ffaf00,#ff3d2e,#af68af
19131,PA,48483,50466,35,19624,11787,Philadelphia,Dense Urban,Medium,39.9845,-75.2282,#2776af,#00eb00,#ffbd00,#ff2c21,#cb8acb
19134,PA,49259,68795,36,19031,27618,Philadelphia,Dense Urban,Medium,39.9925,-75.1133,#2474ae,#00ce00,#ffba00,#ff3025,#b26cb2
19137,PA,18193,49190,32,7572,9374,Philadelphia,Dense Urban,Low,40.0008,-75.0727,#8fc2da,#00ee00,#ffc800,#ff8364,#ce8ece
19140,PA,38389,66369,32,17324,34965,Philadelphia,Dense Urban,Medium,40.0118,-75.1456,#498fbd,#00d200,#ffc800,#ff3d2e,#a75ea7
19143,PA,46933,57835,33,18130,47324,Philadelphia,Dense Urban,Medium,39.9448,-75.2288,#2c7ab1,#00df00,#ffc400,#ff372a,#944794
19146,PA,28332,67538,39,11864,10167,Philadelphia,Dense Urban,Medium,39.9379,-75.1794,#6ca9cb,#00d000,#ffaf00,#ff644c,#cd8dcd
19149,PA,35839,68519,32,14891,18110,Philadelphia,Dense Urban,Medium,40.0369,-75.0664,#5296c1,#00ce00,#ffc800,#ff4e3b,#c17ec1
19152,PA,35709,55543,34,14072,35429,Philadelphia,Dense Urban,Medium,40.0606,-75.0471,#5396c1,#00e300,#ffc100,#ff5440,#a65ea6
19155,PA,55465,41828,32,24248,20213,Philadelphia,Dense Urban,Low,40.0018,-75.1179,#0e64a6,#00fa00,#ffc800,#ff0a08,#be7abe
19161,PA,22912,71623,36,9799,6755,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#7fb6d3,#00c900,#ffba00,#ff7358,#d293d2
19170,PA,24588,71755,33,9880,11712,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#79b2d1,#00c900,#ffc400,#ff7257,#cb8acb
19173,PA,31146,73820,38,14005,38507,Philadelphia,Dense Urban,Medium,39.9523,-75.1638,#62a1c7,#00c500,#ffb300,#ff5540,#a158a1
19176,PA,40190,42033,35,17076,9009,Philadelphia,Dense Urban,Low,39.9522,-75.1642,#438bbb,#00f900,#ffbd00,#ff3e2f,#cf8fcf
19179,PA,42995,70402,38,18159,18295,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#3984b7,#00cb00,#ffb300,#ff3629,#c17ec1
19182,PA,31395,54715,33,13483,6852,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#61a1c7,#00e500,#ffc400,#ff5843,#d293d2
19185,PA,32376,74636,32,13168,6808,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#5e9ec6,#00c400,#ffc800,#ff5b45,#d293d2
19188,PA,52610,47101,33,23324,15974,Philadelphia,Dense Urban,Low,40.0018,-75.1179,#186caa,#00f100,#ffc400,#ff110d,#c482c4
19191,PA,58312,55154,35,23750,40266,Philadelphia,Dense Urban,Medium,39.9523,-75.1638,#055da2,#00e400,#ffbd00,#ff0e0b,#9f559f
19194,PA,29777,71154,39,11468,9840,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#67a5c9,#00ca00,#ffaf00,#ff674e,#ce8ece
19197,PA,40785,66669,35,17594,48029,Philadelphia,Dense Urban,Medium,40.0018,-75.1179,#4189ba,#00d100,#ffbd00,#ff3b2d,#924692
19310,PA,28865,131882,39,11884,2811,Suburban Philly,Urban,Very High,39.9458,-75.9703,#6aa7cb,#006700,#ffaf00,#ff644c,#d99bd9
19318,PA,36315,109395,44,14704,6635,Suburban Philly,Dense Urban,Very High,39.8524,-75.8118,#5195c0,#008b00,#ff9e00,#ff4f3c,#d394d3
19330,PA,26927,87452,44,10366,3281,Suburban Philly,Urban,High,39.8757,-75.9214,#71accd,#00af00,#ff9e00,#ff6f54,#d89ad8
19342,PA,16708,85485,42,6025,2537,Suburban Philly,Urban,High,39.9015,-75.5049,#94c6dc,#00b200,#ffa500,#ff8e6c,#d99bd9
19346,PA,41086,100552,45,16189,12648,Suburban Philly,Dense Urban,Very High,39.8087,-75.878,#4089ba,#009a00,#ff9b00,#ff4534,#c988c9
19350,PA,15557,88893,38,5411,6635,Suburban Philly,Dense Urban,High,39.7696,-75.7807,#98c9dd,#00ad00,#ffb300,#ff9370,#d394d3
19354,PA,19761,113635,41,6978,1673,Suburban Philly,Suburban,Very High,40.0582,-75.7433,#8abed7,#008500,#ffa900,#ff8767,#da9dda
19358,PA,22166,113115,43,8329,4411,Suburban Philly,Urban,Very High,39.9621,-75.8025,#81b8d4,#008500,#ffa200,#ff7e60,#d698d6
19362,PA,39509,95878,40,14877,4107,Suburban Philly,Urban,High,39.7441,-76.0356,#468cbc,#00a100,#ffac00,#ff4e3c,#d798d7
19366,PA,17808,111304,40,6254,3167,Suburban Philly,Urban,Very High,39.9004,-75.6258,#90c3da,#008800,#ffac00,#ff8d6b,#d89ad8
19374,PA,34203,128410,45,11802,3397,Suburban Philly,Urban,Very High,39.8315,-75.7574,#589ac3,#006c00,#ff9b00,#ff644c,#d89ad8
19382,PA,18935,115510,43,7490,4299,Suburban Philly,Urban,Very High,39.9441,-75.5882,#8cc0d9,#008200,#ffa200,#ff8464,#d698d6
19390,PA,34151,128269,42,14139,3547,Suburban Philly,Urban,Very High,39.8253,-75.8374,#589ac3,#006d00,#ffa500,#ff5440,#d799d7
19398,PA,33383,86944,45,12066,3273,Suburban Philly,Urban,High,39.9832,-75.7481,#5b9cc4,#00b000,#ff9b00,#ff634b,#d89ad8
19422,PA,35620,83068,41,13051,3735,Suburban Philly,Urban,High,40.1576,-75.2799,#5396c1,#00b600,#ffa900,#ff5b46,#d799d7
19426,PA,26390,104218,39,10761,2433,Suburban Philly,Urban,Very High,40.1913,-75.4373,#73adce,#009400,#ffaf00,#ff6c52,#d99bd9
19430,PA,43182,129189,43,16584,6279,Suburban Philly,Dense Urban,Very High,40.1851,-75.42,#3983b7,#006b00,#ffa200,#ff4232,#d394d3
19438,PA,24101,119716,45,9893,2390,Suburban Philly,Urban,Very High,40.2659,-75.3883,#7bb3d1,#007b00,#ff9b00,#ff7257,#d99cd9
19442,PA,43220,83549,45,15768,14361,Suburban Philly,Dense Urban,High,40.1307,-75.5721,#3983b7,#00b600,#ff9b00,#ff4837,#c785c7
19446,PA,20776,99297,41,7545,2965,Suburban Philly,Urban,High,40.2378,-75.2955,#86bcd6,#009c00,#ffa900,#ff8364,#d89ad8
19450,PA,22355,125649,42,8178,6476,Suburban Philly,Dense Urban,Very High,40.2119,-75.3559,#81b8d4,#007100,#ffa500,#ff7f60,#d394d3
19454,PA,17555,77951,44,6128,1650,Suburban Philly,Suburban,High,40.2166,-75.2565,#91c4da,#00bf00,#ff9e00,#ff8d6c,#da9dda
19462,PA,43454,90592,43,15038,10199,Suburban Philly,Dense Urban,High,40.1077,-75.2796,#3883b6,#00aa00,#ffa200,#ff4d3b,#cd8dcd
19470,PA,25576,98071,43,9735,2780,Suburban Philly,Urban,High,40.1867,-75.7288,#76afcf,#009e00,#ffa200,#ff7358,#d99bd9
19474,PA,39035,133931,41,14239,4732,Suburban Philly,Urban,Very High,40.2251,-75.4031,#478ebc,#006400,#ffa900,#ff533f,#d697d6
19478,PA,30373,91237,41,11903,4579,Suburban Philly,Urban,High,40.2759,-75.4618,#65a3c9,#00a900,#ffa900,#ff644c,#d697d6
19482,PA,28333,93691,42,9912,3711,Suburban Philly,Urban,High,40.0803,-75.4554,#6ca9cb,#00a500,#ffa500,#ff7257,#d799d7
19486,PA,38303,103278,44,15067,8125,Suburban Philly,Dense Urban,Very High,40.2033,-75.3019,#4a90be,#009500,#ff9e00,#ff4d3a,#d091d0
19490,PA,19945,123766,40,7865,1948,Suburban Philly,Suburban,Very High,40.1929,-75.3576,#89bed7,#007400,#ffac00,#ff8162,#da9cda
19494,PA,30920,129238,38,11643,5973,Suburban Philly,Dense Urban,Very High,40.0971,-75.4696,#63a2c8,#006b00,#ffb300,#ff664d,#d495d4
19510,PA,13490,59065,37,4838,3225,Reading Area,Urban,Medium,40.4435,-75.8837,#9fcee0,#00dd00,#ffb600,#ff9773,#d89ad8
19516,PA,14796,67356,39,5515,2661,Reading Area,Urban,Medium,40.4858,-76.006,#9bcbde,#00d000,#ffaf00,#ff926f,#d99bd9
19522,PA,27376,58578,41,10521,1405,Reading Area,Suburban,Medium,40.4473,-75.8185,#6fabcd,#00de00,#ffa900,#ff6e54,#db9ddb
19534,PA,18125,50763,39,6586,1411,Reading Area,Suburban,Medium,40.5736,-75.865,#8fc2da,#00eb00,#ffaf00,#ff8a69,#db9ddb
19540,PA,33640,64835,40,13370,5162,Reading Area,Dense Urban,Medium,40.2584,-75.9833,#5a9bc4,#00d400,#ffac00,#ff5944,#d596d5
19564,PA,29581,64523,37,10663,2885,Reading Area,Urban,Medium,40.524,-75.873,#68a5ca,#00d500,#ffb600,#ff6d53,#d89bd8
19610,PA,22253,54432,41,8199,2229,Reading Area,Urban,Medium,40.338,-75.978,#81b8d4,#00e500,#ffa900,#ff7e60,#d99cd9
