zip_code,city,lat,lon,median_income,population,density,median_age,housing_units,state,county,pop_color,income_color,age_color,housing_color,density_color
08102,Camden,39.9512,-75.1186,72006.0,19360.0,1058.0,42.0,5541.0,,,,,,,
08102,Camden,39.9512,-75.1186,64704.0,12684.0,1786.0,35.0,8221.0,,,,,,,
08102,Camden,39.9512,-75.1186,84396.0,11495.0,1225.0,40.0,6400.0,,,,,,,
08103,Camden,39.9351,-75.1117,92529.0,14048.0,844.0,41.0,4940.0,,,,,,,
08103,Camden,39.9351,-75.1117,72147.0,18797.0,1553.0,35.0,7767.0,,,,,,,
08103,Camden,39.9351,-75.1117,75719.0,10960.0,1077.0,42.0,4836.0,,,,,,,
08104,Camden,39.9186,-75.1078,70744.0,16088.0,754.0,44.0,7397.0,,,,,,,
08104,Camden,39.9186,-75.1078,70835.0,20970.0,2452.0,35.0,7351.0,,,,,,,
08104,Camden,39.9186,-75.1078,73014.0,19360.0,1235.0,41.0,7471.0,,,,,,,
08105,Camden,39.9484,-75.0864,92777.0,15337.0,1187.0,38.0,7916.0,,,,,,,
08105,Camden,39.9484,-75.0864,59421.0,20316.0,2126.0,36.0,8821.0,,,,,,,
08105,Camden,39.9484,-75.0864,78005.0,14485.0,1021.0,43.0,4384.0,,,,,,,
08106,Audubon,39.891,-75.0724,73696.0,16501.0,970.0,43.0,8318.0,,,,,,,
08106,Audubon,39.891,-75.0724,65189.0,13196.0,2370.0,37.0,8056.0,,,,,,,
08106,Audubon,39.891,-75.0724,83498.0,17314.0,638.0,42.0,5125.0,,,,,,,
08107,Oaklyn,39.908,-75.0849,90686.0,18452.0,1263.0,44.0,6045.0,,,,,,,
08107,Oaklyn,39.908,-75.0849,68403.0,22270.0,2189.0,39.0,4907.0,,,,,,,
08107,Oaklyn,39.908,-75.0849,84807.0,11529.0,1193.0,43.0,6229.0,,,,,,,
08108,Collingswood,39.9157,-75.0634,75514.0,12602.0,1032.0,42.0,4930.0,,,,,,,
08108,Collingswood,39.9157,-75.0634,58214.0,18714.0,1339.0,37.0,7068.0,,,,,,,
08108,Collingswood,39.9157,-75.0634,71058.0,12693.0,635.0,42.0,7435.0,,,,,,,
08109,Merchantville,39.9519,-75.0482,93116.0,13290.0,1117.0,39.0,5237.0,,,,,,,
08109,Merchantville,39.9519,-75.0482,73425.0,21800.0,2974.0,41.0,7250.0,,,,,,,
08109,Merchantville,39.9519,-75.0482,83419.0,14919.0,1065.0,42.0,7537.0,,,,,,,
08110,Pennsauken,39.9723,-75.0607,56927.0,13592.0,843.0,38.0,4993.0,,,,,,,
08110,Pennsauken,39.9723,-75.0607,56927.0,13592.0,843.0,38.0,4993.0,,,,,,,
08110,Pennsauken,39.9723,-75.0607,56927.0,13592.0,843.0,38.0,4993.0,,,,,,,
08201,Absecon,39.4218,-74.4949,47841.0,16158.0,759.0,41.0,4609.0,,,,,,,
08202,Avalon,39.0951,-74.7262,47481.0,9550.0,756.0,42.0,6031.0,,,,,,,
08203,Brigantine,39.4101,-74.3646,58049.0,15304.0,818.0,41.0,7527.0,,,,,,,
08204,Cape May,38.9711,-74.9214,57260.0,14796.0,783.0,45.0,6738.0,,,,,,,
08205,Absecon,39.4745,-74.4575,50388.0,10523.0,823.0,43.0,5677.0,,,,,,,
08210,Cape May Court House,39.1378,-74.7806,81537.0,33016.0,2370.0,45.0,12855.0,,,,,,,
08212,Cape May Point,38.9372,-74.9654,56906.0,12423.0,517.0,42.0,5195.0,,,,,,,
08213,Cologne,39.5092,-74.6086,52075.0,13976.0,808.0,44.0,6814.0,,,,,,,
08214,Dennisville,39.1932,-74.8252,79910.0,34153.0,2749.0,38.0,11999.0,,,,,,,
08215,Egg Harbor City,39.5331,-74.6177,51170.0,10572.0,449.0,45.0,5858.0,,,,,,,
08217,Elwood,39.5737,-74.72,58806.0,15039.0,470.0,45.0,7370.0,,,,,,,
08218,Goshen,39.1415,-74.8529,65625.0,19543.0,3355.0,43.0,7006.0,,,,,,,
08219,Green Creek,39.0462,-74.9013,60678.0,10737.0,806.0,39.0,7402.0,,,,,,,
08220,Leeds Point,39.4921,-74.429,62253.0,10637.0,555.0,42.0,5266.0,,,,,,,
08221,Linwood,39.3469,-74.5807,49111.0,13160.0,819.0,39.0,4248.0,,,,,,,
08223,Marmora,39.2586,-74.6593,50065.0,16324.0,701.0,44.0,6431.0,,,,,,,
08224,New Gretna,39.5923,-74.451,47150.0,10516.0,813.0,45.0,4274.0,,,,,,,
08225,Northfield,39.3703,-74.5552,60864.0,16830.0,634.0,43.0,4638.0,,,,,,,
08226,Ocean City,39.2709,-74.5875,79367.0,15843.0,2193.0,38.0,6062.0,,,,,,,
08230,Ocean View,39.2154,-74.7075,54704.0,10472.0,631.0,41.0,4132.0,,,,,,,
08231,Oceanville,39.4712,-74.4604,50489.0,10911.0,648.0,45.0,6005.0,,,,,,,
08232,Pleasantville,39.3876,-74.5149,55672.0,14563.0,648.0,43.0,6784.0,,,,,,,
08234,Egg Harbor Township,39.3741,-74.6118,52255.0,18756.0,4132.0,42.0,7116.0,,,,,,,
08240,Pomona,39.4877,-74.5543,52677.0,12823.0,364.0,45.0,6936.0,,,,,,,
08241,Port Republic,39.5272,-74.4903,57955.0,14390.0,558.0,41.0,6059.0,,,,,,,
08242,Rio Grande,39.0196,-74.8756,67201.0,13249.0,532.0,43.0,4767.0,,,,,,,
08243,Sea Isle City,39.154,-74.7005,57819.0,13018.0,615.0,39.0,5763.0,,,,,,,
08244,Somers Point,39.3223,-74.6008,60223.0,13971.0,549.0,43.0,5574.0,,,,,,,
08245,South Dennis,39.1,-74.8487,56149.0,11226.0,679.0,41.0,7373.0,,,,,,,
08246,South Seaville,39.179,-74.7599,80007.0,34977.0,2728.0,43.0,12576.0,,,,,,,
08247,Stone Harbor,39.0533,-74.762,49125.0,15241.0,716.0,42.0,7421.0,,,,,,,
08248,Strathmere,39.1992,-74.6554,57048.0,16810.0,466.0,40.0,5513.0,,,,,,,
08250,Tuckahoe,39.2901,-74.7538,58526.0,22788.0,3323.0,44.0,8763.0,,,,,,,
08251,Villas,39.0219,-74.9354,62953.0,16417.0,407.0,42.0,5608.0,,,,,,,
08252,Whitesboro,39.0421,-74.8618,60144.0,12969.0,708.0,40.0,4262.0,,,,,,,
08260,Wildwood,38.9949,-74.838,56493.0,11662.0,364.0,41.0,4584.0,,,,,,,
08270,Woodbine,39.2716,-74.7968,74342.0,30933.0,6235.0,45.0,12065.0,,,,,,,
08302,Bridgeton,39.3762,-75.1617,54315.0,14899.0,453.0,41.0,6507.0,,,,,,,
08302,Bridgeton,39.3762,-75.1617,54850.0,13625.0,281.0,40.0,5822.0,,,,,,,
08302,Bridgeton,39.3762,-75.1617,73304.0,12602.0,1119.0,42.0,4434.0,,,,,,,
08310,Buena,39.537,-74.8895,76495.0,15629.0,753.0,44.0,5892.0,,,,,,,
08310,Buena,39.537,-74.8895,76495.0,15629.0,753.0,44.0,5892.0,,,,,,,
08310,Buena,39.537,-74.8895,76495.0,15629.0,753.0,44.0,5892.0,,,,,,,
08311,Cedarville,39.337,-75.1994,49821.0,10610.0,498.0,40.0,5762.0,,,,,,,
08311,Cedarville,39.337,-75.1994,55624.0,9746.0,543.0,39.0,5540.0,,,,,,,
08311,Cedarville,39.337,-75.1994,79481.0,15862.0,568.0,42.0,5061.0,,,,,,,
08312,Clayton,39.659,-75.0942,52743.0,12694.0,609.0,43.0,5882.0,,,,,,,
08312,Clayton,39.659,-75.0942,57511.0,11047.0,430.0,38.0,4451.0,,,,,,,
08312,Clayton,39.659,-75.0942,80952.0,11211.0,1074.0,41.0,5734.0,,,,,,,
08313,Deerfield Street,39.5293,-75.2249,54058.0,15905.0,622.0,44.0,4756.0,,,,,,,
08313,Deerfield Street,39.5293,-75.2249,45328.0,10842.0,329.0,38.0,5081.0,,,,,,,
08313,Deerfield Street,39.5293,-75.2249,84546.0,13301.0,737.0,42.0,6086.0,,,,,,,
08314,Delmont,39.2023,-74.9705,72226.0,16264.0,1610.0,39.0,6311.0,,,,,,,
08314,Delmont,39.2023,-74.9705,72226.0,16264.0,1610.0,39.0,6311.0,,,,,,,
08314,Delmont,39.2023,-74.9705,72226.0,16264.0,1610.0,39.0,6311.0,,,,,,,
08315,Dividing Creek,39.2732,-75.095,57003.0,13378.0,812.0,41.0,5872.0,,,,,,,
08315,Dividing Creek,39.2732,-75.095,46858.0,7731.0,247.0,38.0,4639.0,,,,,,,
08315,Dividing Creek,39.2732,-75.095,68762.0,11970.0,932.0,42.0,5105.0,,,,,,,
08316,Dorchester,39.2679,-74.9791,59379.0,10693.0,685.0,43.0,4701.0,,,,,,,
08316,Dorchester,39.2679,-74.9791,59130.0,9478.0,379.0,37.0,5876.0,,,,,,,
08316,Dorchester,39.2679,-74.9791,68711.0,16825.0,1232.0,37.0,7134.0,,,,,,,
08317,Dorothy,39.4031,-74.8316,61644.0,11132.0,771.0,42.0,4647.0,,,,,,,
08317,Dorothy,39.4031,-74.8316,57326.0,10937.0,302.0,41.0,5151.0,,,,,,,
08317,Dorothy,39.4031,-74.8316,84668.0,17554.0,1135.0,39.0,5311.0,,,,,,,
08318,Elmer,39.5691,-75.163,76937.0,27362.0,2577.0,38.0,9815.0,,,,,,,
08318,Elmer,39.5691,-75.163,76937.0,27362.0,2577.0,38.0,9815.0,,,,,,,
08318,Elmer,39.5691,-75.163,76937.0,27362.0,2577.0,38.0,9815.0,,,,,,,
08319,Estell Manor,39.3783,-74.8165,62919.0,14792.0,581.0,42.0,5382.0,,,,,,,
08319,Estell Manor,39.3783,-74.8165,57032.0,9827.0,309.0,36.0,3928.0,,,,,,,
08319,Estell Manor,39.3783,-74.8165,87481.0,15323.0,560.0,43.0,5565.0,,,,,,,
08320,Fairton,39.3799,-75.2217,51733.0,11203.0,683.0,40.0,6107.0,,,,,,,
08320,Fairton,39.3799,-75.2217,55759.0,10969.0,345.0,39.0,5593.0,,,,,,,
08320,Fairton,39.3799,-75.2217,88836.0,10963.0,944.0,38.0,4526.0,,,,,,,
08321,Fortescue,39.2189,-75.1403,55229.0,15263.0,529.0,41.0,6251.0,,,,,,,
08321,Fortescue,39.2189,-75.1403,49812.0,10381.0,335.0,36.0,3724.0,,,,,,,
08321,Fortescue,39.2189,-75.1403,88692.0,12890.0,894.0,43.0,5114.0,,,,,,,
08322,Franklinville,39.6156,-75.0409,79552.0,28643.0,1752.0,43.0,9712.0,,,,,,,
08322,Franklinville,39.6156,-75.0409,79552.0,28643.0,1752.0,43.0,9712.0,,,,,,,
08322,Franklinville,39.6156,-75.0409,79552.0,28643.0,1752.0,43.0,9712.0,,,,,,,
08323,Greenwich,39.4055,-75.3209,46839.0,15669.0,404.0,43.0,7331.0,,,,,,,
08323,Greenwich,39.4055,-75.3209,46708.0,12078.0,252.0,38.0,3515.0,,,,,,,
08323,Greenwich,39.4055,-75.3209,80433.0,11747.0,841.0,42.0,4240.0,,,,,,,
08324,Heislerville,39.224,-74.9942,51423.0,16819.0,646.0,39.0,6703.0,,,,,,,
08324,Heislerville,39.224,-74.9942,46628.0,7866.0,485.0,42.0,4305.0,,,,,,,
08324,Heislerville,39.224,-74.9942,79677.0,17492.0,1219.0,41.0,5357.0,,,,,,,
08326,Landisville,39.5239,-74.9377,59138.0,16429.0,2399.0,40.0,6086.0,,,,,,,
08326,Landisville,39.5239,-74.9377,59138.0,16429.0,2399.0,40.0,6086.0,,,,,,,
08326,Landisville,39.5239,-74.9377,59138.0,16429.0,2399.0,40.0,6086.0,,,,,,,
08327,Leesburg,39.2568,-74.9874,50624.0,12664.0,838.0,41.0,6451.0,,,,,,,
08327,Leesburg,39.2568,-74.9874,47181.0,8997.0,490.0,40.0,4262.0,,,,,,,
08327,Leesburg,39.2568,-74.9874,66407.0,17574.0,781.0,39.0,7124.0,,,,,,,
08328,Malaga,39.5755,-75.0582,61714.0,9806.0,498.0,41.0,7112.0,,,,,,,
08328,Malaga,39.5755,-75.0582,46352.0,8044.0,247.0,38.0,4186.0,,,,,,,
08328,Malaga,39.5755,-75.0582,87196.0,17500.0,624.0,42.0,6366.0,,,,,,,
08329,Mauricetown,39.2853,-74.9983,61691.0,10878.0,812.0,40.0,7060.0,,,,,,,
08329,Mauricetown,39.2853,-74.9983,59319.0,9972.0,328.0,37.0,5231.0,,,,,,,
08329,Mauricetown,39.2853,-74.9983,82759.0,13885.0,648.0,38.0,6626.0,,,,,,,
08330,Mays Landing,39.432,-74.6962,83732.0,25432.0,1440.0,39.0,9237.0,,,,,,,
08330,Mays Landing,39.432,-74.6962,83732.0,25432.0,1440.0,39.0,9237.0,,,,,,,
08330,Mays Landing,39.432,-74.6962,83732.0,25432.0,1440.0,39.0,9237.0,,,,,,,
08332,Millville,39.3673,-75.0293,46967.0,13041.0,521.0,39.0,6780.0,,,,,,,
08332,Millville,39.3673,-75.0293,56816.0,7850.0,341.0,39.0,4277.0,,,,,,,
08332,Millville,39.3673,-75.0293,89146.0,19055.0,937.0,37.0,5035.0,,,,,,,
08340,Milmay,39.4451,-74.8667,60010.0,15026.0,386.0,42.0,6511.0,,,,,,,
08340,Milmay,39.4451,-74.8667,45897.0,13047.0,465.0,42.0,4058.0,,,,,,,
08340,Milmay,39.4451,-74.8667,69969.0,19000.0,990.0,37.0,4908.0,,,,,,,
08341,Minotola,39.5155,-74.9467,50601.0,11309.0,733.0,45.0,5731.0,,,,,,,
08341,Minotola,39.5155,-74.9467,45743.0,11451.0,524.0,36.0,5870.0,,,,,,,
08341,Minotola,39.5155,-74.9467,75332.0,19410.0,572.0,38.0,7339.0,,,,,,,
08342,Mizpah,39.5021,-74.8335,66268.0,10494.0,613.0,40.0,3734.0,,,,,,,
08342,Mizpah,39.5021,-74.8335,66268.0,10494.0,613.0,40.0,3734.0,,,,,,,
08342,Mizpah,39.5021,-74.8335,66268.0,10494.0,613.0,40.0,3734.0,,,,,,,
08343,Monroeville,39.6442,-75.1568,57045.0,12098.0,431.0,45.0,6962.0,,,,,,,
08343,Monroeville,39.6442,-75.1568,57253.0,8054.0,416.0,38.0,5499.0,,,,,,,
08343,Monroeville,39.6442,-75.1568,78540.0,11838.0,746.0,43.0,4279.0,,,,,,,
08344,Newfield,39.5553,-75.0276,57580.0,16200.0,830.0,40.0,6598.0,,,,,,,
08344,Newfield,39.5553,-75.0276,57877.0,13673.0,436.0,42.0,5324.0,,,,,,,
08344,Newfield,39.5553,-75.0276,88191.0,13764.0,827.0,37.0,5703.0,,,,,,,
08345,Newport,39.2832,-75.1716,58109.0,10192.0,414.0,42.0,6907.0,,,,,,,
08345,Newport,39.2832,-75.1716,48276.0,12478.0,398.0,42.0,4226.0,,,,,,,
08345,Newport,39.2832,-75.1716,76405.0,16838.0,624.0,39.0,5446.0,,,,,,,
08346,Newtonville,39.5645,-74.859,54430.0,13179.0,1195.0,40.0,4736.0,,,,,,,
08346,Newtonville,39.5645,-74.859,54430.0,13179.0,1195.0,40.0,4736.0,,,,,,,
08346,Newtonville,39.5645,-74.859,54430.0,13179.0,1195.0,40.0,4736.0,,,,,,,
08347,Norma,39.4998,-75.082,61199.0,14335.0,596.0,39.0,5081.0,,,,,,,
08347,Norma,39.4998,-75.082,52662.0,9151.0,383.0,36.0,5455.0,,,,,,,
08347,Norma,39.4998,-75.082,68100.0,13706.0,785.0,41.0,7586.0,,,,,,,
08348,Port Elizabeth,39.3131,-74.9807,49515.0,11625.0,685.0,45.0,6772.0,,,,,,,
08348,Port Elizabeth,39.3131,-74.9807,51534.0,12481.0,550.0,36.0,5474.0,,,,,,,
08348,Port Elizabeth,39.3131,-74.9807,69753.0,14603.0,998.0,42.0,5077.0,,,,,,,
08349,Port Norris,39.2563,-75.0506,51853.0,11998.0,414.0,40.0,5640.0,,,,,,,
08349,Port Norris,39.2563,-75.0506,51269.0,10787.0,293.0,39.0,5185.0,,,,,,,
08349,Port Norris,39.2563,-75.0506,67985.0,14713.0,804.0,40.0,7075.0,,,,,,,
08350,Richland,39.485,-74.8776,84618.0,18145.0,1383.0,39.0,7175.0,,,,,,,
08350,Richland,39.485,-74.8776,84618.0,18145.0,1383.0,39.0,7175.0,,,,,,,
08350,Richland,39.485,-74.8776,84618.0,18145.0,1383.0,39.0,7175.0,,,,,,,
08352,Rosenhayn,39.4782,-75.1313,46869.0,11460.0,535.0,42.0,5231.0,,,,,,,
08352,Rosenhayn,39.4782,-75.1313,55580.0,8775.0,447.0,36.0,3935.0,,,,,,,
08352,Rosenhayn,39.4782,-75.1313,78870.0,14104.0,888.0,43.0,5898.0,,,,,,,
08353,Shiloh,39.4594,-75.297,56685.0,13730.0,527.0,43.0,5928.0,,,,,,,
08353,Shiloh,39.4594,-75.297,48784.0,11666.0,421.0,39.0,5213.0,,,,,,,
08353,Shiloh,39.4594,-75.297,67041.0,15783.0,957.0,39.0,7509.0,,,,,,,
08360,Vineland,39.4818,-75.0091,46838.0,11573.0,688.0,43.0,7319.0,,,,,,,
08360,Vineland,39.4818,-75.0091,52297.0,11789.0,532.0,40.0,5196.0,,,,,,,
08360,Vineland,39.4818,-75.0091,80192.0,10840.0,1078.0,41.0,5967.0,,,,,,,
08361,Vineland,39.4655,-74.9653,55625.0,15282.0,513.0,44.0,7491.0,,,,,,,
08361,Vineland,39.4655,-74.9653,50145.0,8767.0,531.0,37.0,4628.0,,,,,,,
08361,Vineland,39.4655,-74.9653,69555.0,17670.0,802.0,41.0,5695.0,,,,,,,
08362,Vineland,39.4862,-75.0257,49382.0,9638.0,1199.0,41.0,3632.0,,,,,,,
08362,Vineland,39.4862,-75.0257,49382.0,9638.0,1199.0,41.0,3632.0,,,,,,,
08362,Vineland,39.4862,-75.0257,49382.0,9638.0,1199.0,41.0,3632.0,,,,,,,
08401,Atlantic City,39.3664,-74.4317,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08402,Margate City,39.3286,-74.509,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08403,Longport,39.3194,-74.5356,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08404,Atlantic City,39.3643,-74.4229,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08405,Atlantic City,39.3643,-74.4229,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08406,Ventnor City,39.346,-74.4723,78522.0,16337.0,1219.0,,6731.0,,,,,,,
08501,Allentown,40.1589,-74.5909,93750.0,18781.0,2103.0,37.0,7083.0,,,,,,,
08502,Belle Mead,40.4483,-74.6557,73025.0,20438.0,1403.0,42.0,4911.0,,,,,,,
08504,Blawenburg,40.4076,-74.7027,85784.0,13599.0,1590.0,42.0,8313.0,,,,,,,
08505,Bordentown,40.1431,-74.7032,83985.0,13570.0,1393.0,41.0,5170.0,,,,,,,
08510,Millstone Township,40.147,-74.609,76838.0,18132.0,1762.0,42.0,5275.0,,,,,,,
08511,Cookstown,40.0481,-74.5595,72743.0,13301.0,1120.0,38.0,7706.0,,,,,,,
08512,Cranbury,40.3039,-74.5065,76712.0,20631.0,2371.0,39.0,6128.0,,,,,,,
08514,Cream Ridge,40.1399,-74.465,79827.0,14310.0,2362.0,36.0,6886.0,,,,,,,
08515,Chesterfield,40.1151,-74.6393,72738.0,13597.0,2206.0,36.0,7653.0,,,,,,,
08518,Florence,40.118,-74.8055,94830.0,16668.0,2357.0,41.0,5509.0,,,,,,,
08520,Hightstown,40.2669,-74.525,86034.0,14422.0,1200.0,40.0,8245.0,,,,,,,
08525,Hopewell,40.3902,-74.771,76781.0,12951.0,1639.0,36.0,6517.0,,,,,,,
08526,Imlaystown,40.1623,-74.4759,74497.0,17616.0,1727.0,39.0,5998.0,,,,,,,
08527,Jackson,40.121,-74.3017,90583.0,17138.0,1092.0,37.0,8128.0,,,,,,,
08528,Kingston,40.3828,-74.6096,92926.0,18464.0,1641.0,39.0,7235.0,,,,,,,
08530,Lambertville,40.3731,-74.9266,84933.0,21498.0,1090.0,42.0,7086.0,,,,,,,
08533,New Egypt,40.0713,-74.5067,83286.0,18795.0,1293.0,42.0,5118.0,,,,,,,
08534,Pennington,40.3339,-74.7944,78107.0,14929.0,1824.0,36.0,8420.0,,,,,,,
08535,Millstone Township,40.2739,-74.7162,86333.0,14182.0,1619.0,38.0,5295.0,,,,,,,
08536,Plainsboro,40.3324,-74.5688,82185.0,15651.0,1114.0,38.0,7546.0,,,,,,,
08540,Princeton,40.3666,-74.6408,73404.0,20129.0,2396.0,40.0,7540.0,,,,,,,
08541,Princeton,40.3487,-74.659,97247.0,18561.0,2376.0,42.0,7231.0,,,,,,,
08542,Princeton,40.3535,-74.6594,83048.0,16828.0,1226.0,37.0,5160.0,,,,,,,
08543,Princeton,40.2805,-74.712,91373.0,21054.0,2069.0,42.0,7736.0,,,,,,,
08544,Princeton,40.3492,-74.6528,72538.0,17593.0,1284.0,41.0,7761.0,,,,,,,
08550,Princeton Junction,40.2669,-74.6511,74949.0,20986.0,1307.0,40.0,4907.0,,,,,,,
08551,Ringoes,40.4459,-74.8288,82126.0,22077.0,2036.0,37.0,7569.0,,,,,,,
08553,Rocky Hill,40.401,-74.64,91529.0,19252.0,1740.0,39.0,6524.0,,,,,,,
08554,Roebling,40.1154,-74.7772,86513.0,21597.0,1252.0,38.0,5544.0,,,,,,,
08555,Roosevelt,40.2214,-74.4747,93829.0,21450.0,1118.0,42.0,7294.0,,,,,,,
08556,Rosemont,40.42,-74.9886,77325.0,15510.0,1789.0,40.0,7526.0,,,,,,,
08557,Sergeantsville,40.4459,-74.9435,78986.0,14474.0,1249.0,38.0,8533.0,,,,,,,
08558,Skillman,40.4173,-74.6938,90061.0,19177.0,1922.0,38.0,8187.0,,,,,,,
08559,Stockton,40.4397,-74.9554,86235.0,13853.0,1815.0,39.0,5331.0,,,,,,,
08560,Titusville,40.3077,-74.8655,89502.0,12305.0,1247.0,40.0,7143.0,,,,,,,
08561,Windsor,40.2423,-74.5787,77176.0,16668.0,2490.0,38.0,7739.0,,,,,,,
08562,Wrightstown,40.072,-74.5731,89203.0,19211.0,1739.0,36.0,5175.0,,,,,,,
08601,Trenton,40.2805,-74.712,81752.0,15291.0,801.0,42.0,8005.0,,,,,,,
08601,Trenton,40.2805,-74.712,76639.0,16825.0,1893.0,38.0,8616.0,,,,,,,
08602,Trenton,40.2805,-74.712,77811.0,19409.0,936.0,43.0,7208.0,,,,,,,
08602,Trenton,40.2805,-74.712,83539.0,20136.0,1900.0,41.0,6293.0,,,,,,,
08603,Trenton,40.2805,-74.712,77850.0,16126.0,992.0,41.0,7606.0,,,,,,,
08603,Trenton,40.2805,-74.712,73858.0,12519.0,1976.0,40.0,6268.0,,,,,,,
08604,Trenton,40.2805,-74.712,89088.0,17641.0,662.0,40.0,4494.0,,,,,,,
08604,Trenton,40.2805,-74.712,88076.0,21598.0,2272.0,36.0,7209.0,,,,,,,
08605,Trenton,40.2805,-74.712,76241.0,20442.0,1068.0,43.0,8114.0,,,,,,,
08605,Trenton,40.2805,-74.712,84562.0,16168.0,2060.0,38.0,6808.0,,,,,,,
08606,Trenton,40.2805,-74.712,92330.0,17255.0,689.0,40.0,7417.0,,,,,,,
08606,Trenton,40.2805,-74.712,97466.0,17594.0,2197.0,38.0,7571.0,,,,,,,
08607,Trenton,40.2805,-74.712,80262.0,20275.0,1241.0,42.0,5186.0,,,,,,,
08607,Trenton,40.2805,-74.712,89426.0,19347.0,1250.0,38.0,8131.0,,,,,,,
08608,Trenton,40.2204,-74.7622,75993.0,18440.0,814.0,44.0,6702.0,,,,,,,
08608,Trenton,40.2204,-74.7622,92392.0,18971.0,2400.0,38.0,5419.0,,,,,,,
08609,Trenton,40.2248,-74.741,70346.0,13281.0,1146.0,44.0,4618.0,,,,,,,
08609,Trenton,40.2248,-74.741,72441.0,21402.0,1213.0,41.0,5128.0,,,,,,,
08610,Trenton,40.2016,-74.705,90659.0,20436.0,646.0,44.0,6156.0,,,,,,,
08610,Trenton,40.2016,-74.705,86400.0,14740.0,1272.0,40.0,5705.0,,,,,,,
08611,Trenton,40.2171,-74.7429,79218.0,14439.0,1063.0,43.0,6628.0,,,,,,,
08611,Trenton,40.2171,-74.7429,76426.0,13031.0,2185.0,42.0,7806.0,,,,,,,
08618,Trenton,40.2377,-74.7821,94060.0,14706.0,694.0,42.0,6066.0,,,,,,,
08618,Trenton,40.2377,-74.7821,74236.0,18568.0,1880.0,40.0,5733.0,,,,,,,
08619,Trenton,40.2418,-74.6962,75217.0,15960.0,742.0,42.0,6001.0,,,,,,,
08619,Trenton,40.2418,-74.6962,88038.0,16965.0,2353.0,41.0,8239.0,,,,,,,
08620,Trenton,40.167,-74.6488,87702.0,17424.0,1132.0,42.0,6689.0,,,,,,,
08620,Trenton,40.167,-74.6488,72790.0,16018.0,1440.0,40.0,8780.0,,,,,,,
08625,Trenton,40.2805,-74.712,85947.0,11697.0,696.0,44.0,7489.0,,,,,,,
08625,Trenton,40.2805,-74.712,75904.0,11933.0,1392.0,41.0,8143.0,,,,,,,
08628,Trenton,40.2655,-74.8168,78522.0,17689.0,1146.0,40.0,4484.0,,,,,,,
08628,Trenton,40.2655,-74.8168,86251.0,14916.0,1448.0,36.0,6131.0,,,,,,,
08629,Trenton,40.2196,-74.7334,84434.0,11725.0,1247.0,42.0,8216.0,,,,,,,
08629,Trenton,40.2196,-74.7334,85114.0,16626.0,1508.0,36.0,5782.0,,,,,,,
08638,Trenton,40.251,-74.7627,89302.0,15512.0,783.0,40.0,8163.0,,,,,,,
08638,Trenton,40.251,-74.7627,81931.0,20727.0,1184.0,41.0,7104.0,,,,,,,
08640,Joint Base Mdl,40.2171,-74.7429,91676.0,12555.0,1168.0,44.0,5628.0,,,,,,,
08640,Joint Base Mdl,40.2171,-74.7429,74520.0,20548.0,1972.0,42.0,5202.0,,,,,,,
08641,Joint Base Mdl,40.2171,-74.7429,83129.0,11457.0,1064.0,39.0,6901.0,,,,,,,
08641,Joint Base Mdl,40.2171,-74.7429,74986.0,16351.0,2389.0,41.0,7305.0,,,,,,,
08644,Trenton,40.2171,-74.7429,80500.0,19838.0,1200.0,38.0,6685.0,,,,,,,
08644,Trenton,40.2171,-74.7429,76230.0,15739.0,2018.0,38.0,6397.0,,,,,,,
08645,Trenton,40.2805,-74.712,86071.0,14321.0,748.0,41.0,5241.0,,,,,,,
08645,Trenton,40.2805,-74.712,76656.0,15036.0,2401.0,37.0,5428.0,,,,,,,
08646,Trenton,40.2805,-74.712,76460.0,11408.0,1142.0,41.0,6982.0,,,,,,,
08646,Trenton,40.2805,-74.712,93618.0,17842.0,1473.0,38.0,4782.0,,,,,,,
08647,Trenton,40.2805,-74.712,78329.0,19592.0,1153.0,42.0,5522.0,,,,,,,
08647,Trenton,40.2805,-74.712,87798.0,14233.0,2248.0,41.0,4807.0,,,,,,,
08648,Lawrence Township,40.2171,-74.7429,82559.0,16015.0,625.0,42.0,5805.0,,,,,,,
08648,Lawrence Township,40.2171,-74.7429,87978.0,18252.0,1739.0,37.0,6827.0,,,,,,,
08650,Trenton,40.2805,-74.712,92273.0,11343.0,666.0,40.0,4499.0,,,,,,,
08650,Trenton,40.2805,-74.712,94784.0,19356.0,1865.0,42.0,4960.0,,,,,,,
08666,Trenton,40.2805,-74.712,83875.0,16752.0,1057.0,38.0,7623.0,,,,,,,
08666,Trenton,40.2805,-74.712,90096.0,16146.0,1505.0,38.0,5345.0,,,,,,,
08690,Trenton,40.2336,-74.6576,90508.0,13784.0,934.0,40.0,8235.0,,,,,,,
08690,Trenton,40.2336,-74.6576,78972.0,15158.0,1183.0,40.0,5385.0,,,,,,,
08691,Trenton,40.2197,-74.5939,70155.0,17323.0,1339.0,42.0,5450.0,,,,,,,
08691,Trenton,40.2197,-74.5939,87723.0,18007.0,1736.0,38.0,5496.0,,,,,,,
