zip_code,state,county,lat,lon,city,population,median_income,median_age,housing_units,density,pop_color,income_color,age_color,housing_color,density_color
19122,PA,Delaware,39.978,-75.1459,Philadelphia,43634.0,61852.0,38.0,18394.0,10187.0,#3581b5,#00d900,#ffb300,#ff3428,#cd8dcd
19123,PA,Delaware,39.966,-75.151,Philadelphia,21831.0,77715.0,38.0,9551.0,2097.0,#7eb5d3,#00bf00,#ffb300,#ff7358,#da9cda
19124,PA,Delaware,40.0178,-75.0895,Philadelphia,15783.0,72620.0,37.0,7571.0,3353.0,#92c4db,#00c700,#ffb600,#ff8163,#d89ad8
19125,PA,Delaware,39.9788,-75.1262,Philadelphia,44955.0,44317.0,38.0,19935.0,9720.0,#317db3,#00f500,#ffb300,#ff291f,#ce8ece
19126,PA,Delaware,40.0568,-75.1379,Philadelphia,23280.0,81048.0,39.0,6654.0,3489.0,#79b2d1,#00ba00,#ffaf00,#ff8868,#d799d7
19127,PA,Delaware,40.0275,-75.2242,Philadelphia,17380.0,62948.0,39.0,7885.0,1623.0,#8cc0d9,#00d700,#ffaf00,#ff7f61,#da9dda
19128,PA,Delaware,40.0402,-75.2231,Philadelphia,44649.0,54789.0,39.0,17310.0,29920.0,#327eb4,#00e400,#ffaf00,#ff3c2e,#ae68ae
19129,PA,Delaware,40.0118,-75.1861,Philadelphia,19919.0,67443.0,42.0,6070.0,3442.0,#84bad5,#00d000,#ffa500,#ff8c6b,#d799d7
19130,PA,Delaware,39.9677,-75.1735,Philadelphia,17529.0,66461.0,41.0,7100.0,1671.0,#8cc0d8,#00d100,#ffa900,#ff8565,#da9dda
19131,PA,Delaware,39.9845,-75.2282,Philadelphia,48483.0,50466.0,35.0,19624.0,11787.0,#2575af,#00eb00,#ffbd00,#ff2b21,#cb8acb
19132,PA,Delaware,39.9954,-75.1698,Philadelphia,23804.0,66307.0,37.0,8425.0,1952.0,#77b1d0,#00d200,#ffb600,#ff7b5e,#da9cda
19133,PA,Delaware,39.9925,-75.1415,Philadelphia,19727.0,68145.0,41.0,8317.0,2037.0,#85bad5,#00cf00,#ffa900,#ff7c5f,#da9cda
19134,PA,Delaware,39.9925,-75.1133,Philadelphia,49259.0,68795.0,36.0,19031.0,27618.0,#2373ae,#00ce00,#ffba00,#ff3024,#b26cb2
19135,PA,Delaware,40.0247,-75.0518,Philadelphia,15416.0,65157.0,42.0,9924.0,3451.0,#93c5db,#00d400,#ffa500,#ff7156,#d799d7
19136,PA,Delaware,40.0422,-75.0244,Philadelphia,18140.0,73740.0,41.0,7572.0,1675.0,#8abed8,#00c600,#ffa900,#ff8163,#da9dda
19137,PA,Delaware,40.0008,-75.0727,Philadelphia,18193.0,49190.0,32.0,7572.0,9374.0,#8abed7,#00ee00,#ffc800,#ff8163,#ce8ece
19138,PA,Delaware,40.0568,-75.1569,Philadelphia,15747.0,72801.0,41.0,8663.0,3271.0,#92c4db,#00c700,#ffa900,#ff7a5d,#d89ad8
19139,PA,Delaware,39.9612,-75.2303,Philadelphia,16487.0,76683.0,42.0,5895.0,2417.0,#8fc2da,#00c100,#ffa500,#ff8d6c,#d99bd9
19140,PA,Delaware,40.0118,-75.1456,Philadelphia,38389.0,66369.0,32.0,17324.0,34965.0,#478dbc,#00d200,#ffc800,#ff3c2d,#a75ea7
19141,PA,Delaware,40.0365,-75.1451,Philadelphia,17352.0,65643.0,36.0,9057.0,2817.0,#8dc0d9,#00d300,#ffba00,#ff775b,#d89bd8
19142,PA,Delaware,39.9223,-75.2338,Philadelphia,22179.0,68501.0,38.0,7341.0,2647.0,#7db5d2,#00ce00,#ffb300,#ff8364,#d99bd9
19143,PA,Delaware,39.9448,-75.2288,Philadelphia,46933.0,57835.0,33.0,18130.0,47324.0,#2a79b1,#00df00,#ffc400,#ff3629,#944794
19144,PA,Delaware,40.0338,-75.1731,Philadelphia,22446.0,76017.0,36.0,7923.0,2034.0,#7cb4d2,#00c200,#ffba00,#ff7f61,#da9cda
19145,PA,Delaware,39.9227,-75.1812,Philadelphia,15888.0,78890.0,39.0,7428.0,1913.0,#91c4db,#00bd00,#ffaf00,#ff8363,#da9cda
19146,PA,Delaware,39.9379,-75.1794,Philadelphia,28332.0,67538.0,39.0,11864.0,10167.0,#68a6ca,#00d000,#ffaf00,#ff634b,#cd8dcd
19147,PA,Delaware,39.9362,-75.1563,Philadelphia,15956.0,65418.0,39.0,10135.0,2665.0,#91c4da,#00d300,#ffaf00,#ff6f55,#d99bd9
19148,PA,Delaware,39.9207,-75.1595,Philadelphia,23402.0,70732.0,42.0,5993.0,3174.0,#78b2d0,#00ca00,#ffa500,#ff8d6b,#d89ad8
19149,PA,Delaware,40.0369,-75.0664,Philadelphia,35839.0,68519.0,32.0,14891.0,18110.0,#4f94c0,#00ce00,#ffc800,#ff4d3b,#c17ec1
19150,PA,Delaware,40.0726,-75.1706,Philadelphia,22744.0,70365.0,40.0,7341.0,2693.0,#7bb3d1,#00cb00,#ffac00,#ff8364,#d99bd9
19151,PA,Delaware,39.9772,-75.2545,Philadelphia,22985.0,69132.0,36.0,7553.0,1951.0,#7ab3d1,#00cd00,#ffba00,#ff8263,#da9cda
19152,PA,Delaware,40.0606,-75.0471,Philadelphia,35709.0,55543.0,34.0,14072.0,35429.0,#5094c0,#00e300,#ffc100,#ff533f,#a65ea6
19153,PA,Delaware,39.9055,-75.2444,Philadelphia,21183.0,77679.0,37.0,6169.0,2548.0,#80b7d3,#00bf00,#ffb600,#ff8b6a,#d99bd9
19154,PA,Delaware,40.0897,-74.9781,Philadelphia,24091.0,64076.0,36.0,6353.0,2760.0,#76b0d0,#00d500,#ffba00,#ff8a69,#d99bd9
19155,PA,Delaware,40.0018,-75.1179,Philadelphia,55465.0,41828.0,32.0,24248.0,20213.0,#0e64a5,#00fa00,#ffc800,#ff0a08,#be7abe
19160,PA,Delaware,40.0018,-75.1179,Philadelphia,16344.0,65604.0,39.0,8995.0,2734.0,#90c3da,#00d300,#ffaf00,#ff775b,#d99bd9
19161,PA,Delaware,40.0018,-75.1179,Philadelphia,22912.0,71623.0,36.0,9799.0,6755.0,#7ab3d1,#00c900,#ffba00,#ff7256,#d293d2
19162,PA,Delaware,40.0018,-75.1179,Philadelphia,22587.0,61413.0,39.0,7798.0,3486.0,#7bb4d2,#00da00,#ffaf00,#ff8061,#d799d7
19170,PA,Delaware,40.0018,-75.1179,Philadelphia,24588.0,71755.0,33.0,9880.0,11712.0,#75afcf,#00c900,#ffc400,#ff7156,#cb8acb
19171,PA,Delaware,39.9523,-75.1638,Philadelphia,15939.0,66017.0,39.0,5713.0,2743.0,#91c4da,#00d200,#ffaf00,#ff8f6d,#d99bd9
19172,PA,Delaware,39.9473,-75.15,Philadelphia,18091.0,67370.0,42.0,7771.0,1842.0,#8abed8,#00d000,#ffa500,#ff8062,#da9cda
19173,PA,Delaware,39.9523,-75.1638,Philadelphia,31146.0,73820.0,38.0,14005.0,38507.0,#5f9fc6,#00c500,#ffb300,#ff5440,#a158a1
19175,PA,Delaware,39.9906,-75.1296,Philadelphia,18108.0,80977.0,36.0,5979.0,3193.0,#8abed8,#00ba00,#ffba00,#ff8d6b,#d89ad8
19176,PA,Delaware,39.9522,-75.1642,Philadelphia,40190.0,42033.0,35.0,17076.0,9009.0,#4189ba,#00f900,#ffbd00,#ff3e2f,#cf8fcf
19177,PA,Delaware,40.0018,-75.1179,Philadelphia,17697.0,75701.0,40.0,5814.0,3427.0,#8bbfd8,#00c200,#ffac00,#ff8e6c,#d899d8
19178,PA,Delaware,40.0018,-75.1179,Philadelphia,14620.0,78387.0,40.0,6744.0,2169.0,#96c7dc,#00be00,#ffac00,#ff8767,#d99cd9
19179,PA,Delaware,40.0018,-75.1179,Philadelphia,42995.0,70402.0,38.0,18159.0,18295.0,#3782b6,#00cb00,#ffb300,#ff3629,#c07ec0
19181,PA,Delaware,40.0018,-75.1179,Philadelphia,17995.0,76428.0,39.0,8819.0,2099.0,#8abfd8,#00c100,#ffaf00,#ff795c,#da9cda
19182,PA,Delaware,40.0018,-75.1179,Philadelphia,31395.0,54715.0,33.0,13483.0,6852.0,#5e9ec6,#00e500,#ffc400,#ff5742,#d293d2
19183,PA,Delaware,39.9523,-75.1638,Philadelphia,25811.0,61648.0,42.0,7520.0,1618.0,#70accd,#00d900,#ffa500,#ff8263,#da9dda
19184,PA,Delaware,40.0018,-75.1179,Philadelphia,25243.0,70875.0,42.0,10298.0,2537.0,#72adce,#00ca00,#ffa500,#ff6e54,#d99bd9
19185,PA,Delaware,40.0018,-75.1179,Philadelphia,32376.0,74636.0,32.0,13168.0,6808.0,#5b9cc4,#00c400,#ffc800,#ff5a44,#d293d2
19187,PA,Delaware,39.9523,-75.1638,Philadelphia,15549.0,63686.0,40.0,8930.0,1945.0,#93c5db,#00d600,#ffac00,#ff785b,#da9cda
19188,PA,Delaware,40.0018,-75.1179,Philadelphia,52610.0,47101.0,33.0,23324.0,15974.0,#176ba9,#00f100,#ffc400,#ff110d,#c482c4
19190,PA,Delaware,39.9484,-75.1442,Philadelphia,15068.0,67126.0,36.0,6610.0,3014.0,#94c6dc,#00d000,#ffba00,#ff8868,#d89ad8
19191,PA,Delaware,39.9523,-75.1638,Philadelphia,58312.0,55154.0,35.0,23750.0,40266.0,#045da2,#00e400,#ffbd00,#ff0e0a,#9e559e
19192,PA,Delaware,39.9511,-75.1676,Philadelphia,20042.0,79560.0,37.0,8546.0,3216.0,#84bad5,#00bc00,#ffb600,#ff7b5d,#d89ad8
19193,PA,Delaware,40.0018,-75.1179,Philadelphia,14152.0,62176.0,39.0,8104.0,1887.0,#97c8dd,#00d800,#ffaf00,#ff7e60,#da9cda
19194,PA,Delaware,40.0018,-75.1179,Philadelphia,29777.0,71154.0,39.0,11468.0,9840.0,#63a2c8,#00ca00,#ffaf00,#ff664d,#ce8dce
19195,PA,Delaware,39.9525,-75.1645,Philadelphia,14576.0,76400.0,40.0,9192.0,3473.0,#96c7dc,#00c100,#ffac00,#ff765a,#d799d7
19196,PA,Delaware,40.0018,-75.1179,Philadelphia,19690.0,66250.0,38.0,7410.0,2571.0,#85bbd5,#00d200,#ffb300,#ff8363,#d99bd9
19197,PA,Delaware,40.0018,-75.1179,Philadelphia,40785.0,66669.0,35.0,17594.0,48029.0,#3f88b9,#00d100,#ffbd00,#ff3a2c,#924692
17501,PA,Lancaster,40.1573,-76.2042,Akron,14221.0,71777.0,42.0,5349.0,681.0,#97c8dd,#00c900,#ffa500,#ff916f,#dc9fdc
17502,PA,Lancaster,40.1086,-76.6726,Bainbridge,14426.0,58358.0,38.0,4860.0,444.0,#96c7dd,#00df00,#ffb300,#ff9571,#dc9fdc
17503,PA,Lancaster,40.0185,-76.2976,Bart,16511.0,63175.0,38.0,6981.0,829.0,#8fc2da,#00d700,#ffb300,#ff8666,#dc9edc
17504,PA,Lancaster,40.024,-76.3281,Bausman,14131.0,58028.0,36.0,5680.0,895.0,#97c8dd,#00df00,#ffba00,#ff8f6d,#db9edb
17505,PA,Lancaster,40.0561,-76.183,Bird In Hand,11132.0,68421.0,38.0,4165.0,471.0,#a1cfe1,#00ce00,#ffb300,#ff9a75,#dc9fdc
17506,PA,Lancaster,40.1173,-76.0524,Blue Ball,11908.0,57822.0,41.0,3963.0,452.0,#9fcde0,#00df00,#ffa900,#ff9b76,#dc9fdc
17507,PA,Lancaster,40.1966,-76.016,Bowmansville,11128.0,64867.0,37.0,4900.0,518.0,#a1cfe1,#00d400,#ffb600,#ff9571,#dc9fdc
17508,PA,Lancaster,40.124,-76.2176,Brownstown,10968.0,59034.0,36.0,6202.0,510.0,#a2d0e1,#00de00,#ffba00,#ff8b6a,#dc9fdc
17509,PA,Lancaster,39.904,-76.0401,Christiana,12101.0,62757.0,41.0,4116.0,480.0,#9ecde0,#00d700,#ffa900,#ff9a75,#dc9fdc
17512,PA,Lancaster,40.0391,-76.4862,Columbia,11818.0,70594.0,37.0,4674.0,955.0,#9fcee0,#00cb00,#ffb600,#ff9672,#db9edb
17516,PA,Lancaster,39.9403,-76.3575,Conestoga,16818.0,61366.0,38.0,6594.0,681.0,#8ec2d9,#00da00,#ffb300,#ff8868,#dc9fdc
17517,PA,Lancaster,40.2297,-76.1157,Denver,17152.0,56714.0,42.0,5110.0,482.0,#8dc1d9,#00e100,#ffa500,#ff9370,#dc9fdc
17518,PA,Lancaster,39.8183,-76.2499,Drumore,12822.0,73745.0,42.0,4494.0,489.0,#9ccbdf,#00c600,#ffa500,#ff9773,#dc9fdc
17519,PA,Lancaster,40.1395,-76.0276,East Earl,14457.0,57015.0,36.0,5835.0,700.0,#96c7dc,#00e100,#ffba00,#ff8e6c,#dc9fdc
17520,PA,Lancaster,40.1008,-76.3512,East Petersburg,12746.0,57496.0,42.0,4260.0,570.0,#9ccbdf,#00e000,#ffa500,#ff9975,#dc9fdc
17521,PA,Lancaster,40.2044,-76.3464,Elm,15093.0,60414.0,38.0,7014.0,718.0,#94c6dc,#00db00,#ffb300,#ff8566,#dc9fdc
17522,PA,Lancaster,40.1756,-76.1821,Ephrata,15906.0,58274.0,36.0,5100.0,600.0,#91c4db,#00df00,#ffba00,#ff9370,#dc9fdc
17527,PA,Lancaster,40.002,-75.9978,Gap,11783.0,59786.0,38.0,3850.0,752.0,#9fcee0,#00dc00,#ffb300,#ff9c77,#dc9edc
17528,PA,Lancaster,40.1257,-76.0033,Goodville,12363.0,61491.0,38.0,4000.0,757.0,#9dccdf,#00da00,#ffb300,#ff9b76,#dc9edc
17529,PA,Lancaster,40.0353,-76.1106,Gordonville,12631.0,67167.0,37.0,6097.0,909.0,#9cccdf,#00d000,#ffb600,#ff8c6b,#db9edb
17532,PA,Lancaster,39.8631,-76.3008,Holtwood,13368.0,56173.0,41.0,6961.0,779.0,#9acade,#00e200,#ffa900,#ff8666,#dc9edc
17533,PA,Lancaster,40.2339,-76.2607,Hopeland,11791.0,55891.0,42.0,4884.0,540.0,#9fcee0,#00e300,#ffa500,#ff9571,#dc9fdc
17534,PA,Lancaster,40.0367,-76.1069,Intercourse,14769.0,63882.0,37.0,6613.0,950.0,#95c6dc,#00d600,#ffb600,#ff8868,#db9edb
17535,PA,Lancaster,40.0053,-76.0493,Kinzers,15520.0,62840.0,37.0,6612.0,510.0,#93c5db,#00d700,#ffb600,#ff8868,#dc9fdc
17536,PA,Lancaster,39.8257,-76.0933,Kirkwood,16607.0,55371.0,36.0,4860.0,544.0,#8fc2da,#00e300,#ffba00,#ff9571,#dc9fdc
17537,PA,Lancaster,39.9885,-76.2387,Lampeter,10755.0,57578.0,36.0,6618.0,688.0,#a2d0e1,#00e000,#ffba00,#ff8868,#dc9fdc
17538,PA,Lancaster,40.0892,-76.4156,Landisville,15974.0,65805.0,41.0,4251.0,531.0,#91c4da,#00d200,#ffa900,#ff9975,#dc9fdc
17540,PA,Lancaster,40.0964,-76.1921,Leola,16319.0,55404.0,42.0,5943.0,626.0,#90c3da,#00e300,#ffa500,#ff8d6b,#dc9fdc
17543,PA,Lancaster,40.1846,-76.3015,Lititz,15776.0,56220.0,37.0,7119.0,424.0,#92c4db,#00e200,#ffb600,#ff8565,#dc9fdc
17545,PA,Lancaster,40.1702,-76.4168,Manheim,15691.0,58403.0,40.0,5139.0,454.0,#92c4db,#00df00,#ffac00,#ff9370,#dc9fdc
17547,PA,Lancaster,40.0664,-76.5645,Marietta,18032.0,66420.0,39.0,4716.0,827.0,#8abfd8,#00d100,#ffaf00,#ff9672,#dc9edc
17549,PA,Lancaster,40.1545,-76.0876,Martindale,17425.0,74708.0,39.0,6809.0,805.0,#8cc0d8,#00c400,#ffaf00,#ff8767,#dc9edc
17550,PA,Lancaster,40.0754,-76.5822,Maytown,12493.0,71279.0,40.0,5571.0,655.0,#9dccdf,#00ca00,#ffac00,#ff906e,#dc9fdc
17551,PA,Lancaster,39.9982,-76.3566,Millersville,15330.0,73914.0,41.0,4762.0,965.0,#93c5db,#00c500,#ffa900,#ff9672,#db9edb
17552,PA,Lancaster,40.1083,-76.5103,Mount Joy,10767.0,65903.0,36.0,5231.0,652.0,#a2d0e1,#00d200,#ffba00,#ff926f,#dc9fdc
17554,PA,Lancaster,40.0427,-76.4277,Mountville,13272.0,69880.0,37.0,6641.0,660.0,#9acade,#00cc00,#ffb600,#ff8868,#dc9fdc
17555,PA,Lancaster,40.1252,-75.9756,Narvon,14224.0,56376.0,38.0,5657.0,580.0,#97c8dd,#00e200,#ffb300,#ff8f6d,#dc9fdc
17557,PA,Lancaster,40.1005,-76.0801,New Holland,10697.0,62523.0,40.0,6304.0,726.0,#a3d0e2,#00d800,#ffac00,#ff8b6a,#dc9fdc
17560,PA,Lancaster,39.9098,-76.2243,New Providence,14163.0,68315.0,38.0,4475.0,641.0,#97c8dd,#00ce00,#ffb300,#ff9873,#dc9fdc
17562,PA,Lancaster,39.9852,-76.1081,Paradise,10741.0,58358.0,40.0,5112.0,749.0,#a3d0e1,#00df00,#ffac00,#ff9370,#dc9edc
17563,PA,Lancaster,39.7705,-76.1791,Peach Bottom,16125.0,64651.0,41.0,5151.0,797.0,#91c3da,#00d400,#ffa900,#ff9370,#dc9edc
17564,PA,Lancaster,40.0185,-76.2976,Penryn,15944.0,72680.0,42.0,6001.0,550.0,#91c4da,#00c700,#ffa500,#ff8d6b,#dc9fdc
17565,PA,Lancaster,39.9058,-76.3209,Pequea,11416.0,69264.0,42.0,5232.0,865.0,#a0cfe1,#00cd00,#ffa500,#ff926f,#db9edb
17566,PA,Lancaster,39.8949,-76.1465,Quarryville,10878.0,67223.0,40.0,4908.0,867.0,#a2d0e1,#00d000,#ffac00,#ff9571,#db9edb
17567,PA,Lancaster,40.2099,-76.1164,Reamstown,15182.0,67661.0,38.0,5812.0,596.0,#94c5db,#00cf00,#ffb300,#ff8e6c,#dc9fdc
17568,PA,Lancaster,39.9469,-76.2322,Refton,11451.0,68313.0,39.0,4111.0,976.0,#a0cfe1,#00ce00,#ffaf00,#ff9a75,#db9edb
17569,PA,Lancaster,40.2688,-76.1013,Reinholds,18141.0,70154.0,40.0,4850.0,946.0,#8abed8,#00cb00,#ffac00,#ff9571,#db9edb
17570,PA,Lancaster,40.1301,-76.5705,Rheems,16938.0,65179.0,41.0,5824.0,593.0,#8ec1d9,#00d300,#ffa900,#ff8e6c,#dc9fdc
17572,PA,Lancaster,40.0208,-76.1661,Ronks,11519.0,62094.0,37.0,6836.0,607.0,#a0cee0,#00d900,#ffb600,#ff8767,#dc9fdc
17573,PA,Lancaster,40.0262,-76.1686,Ronks,16430.0,70925.0,41.0,4177.0,713.0,#90c2da,#00ca00,#ffa900,#ff9a75,#dc9fdc
17575,PA,Lancaster,40.0647,-76.4343,Silver Spring,12541.0,55638.0,42.0,5069.0,427.0,#9dccdf,#00e300,#ffa500,#ff9370,#dc9fdc
17576,PA,Lancaster,40.0376,-76.1969,Smoketown,14218.0,69858.0,36.0,6843.0,597.0,#97c8dd,#00cc00,#ffba00,#ff8767,#dc9fdc
17578,PA,Lancaster,40.2194,-76.1626,Stevens,16342.0,67816.0,41.0,6435.0,601.0,#90c3da,#00cf00,#ffa900,#ff8a69,#dc9fdc
17579,PA,Lancaster,39.9701,-76.1848,Strasburg,14473.0,60490.0,39.0,3934.0,564.0,#96c7dc,#00db00,#ffaf00,#ff9b76,#dc9fdc
17580,PA,Lancaster,40.1168,-76.2131,Talmage,15906.0,70254.0,41.0,5127.0,914.0,#91c4db,#00cb00,#ffa900,#ff9370,#db9edb
17581,PA,Lancaster,40.1585,-76.0511,Terre Hill,17683.0,63417.0,36.0,5957.0,766.0,#8bbfd8,#00d600,#ffba00,#ff8d6b,#dc9edc
17582,PA,Lancaster,39.9881,-76.4402,Washington Boro,13284.0,58330.0,41.0,4924.0,530.0,#9acade,#00df00,#ffa900,#ff9471,#dc9fdc
17583,PA,Lancaster,39.9723,-76.2873,West Willow,14346.0,67856.0,38.0,5186.0,722.0,#97c7dd,#00cf00,#ffb300,#ff9370,#dc9fdc
17584,PA,Lancaster,39.967,-76.2752,Willow Street,16561.0,74556.0,42.0,5375.0,806.0,#8fc2da,#00c400,#ffa500,#ff916f,#dc9edc
17585,PA,Lancaster,40.0484,-76.2114,Witmer,12128.0,62743.0,37.0,4121.0,641.0,#9ecde0,#00d700,#ffb600,#ff9a75,#dc9fdc
17601,PA,Lancaster,40.0766,-76.3107,Lancaster,15313.0,71453.0,38.0,5698.0,736.0,#93c5db,#00c900,#ffb300,#ff8f6d,#dc9fdc
17602,PA,Lancaster,40.0335,-76.2844,Lancaster,18115.0,67562.0,37.0,5595.0,692.0,#8abed8,#00d000,#ffb600,#ff906d,#dc9fdc
17603,PA,Lancaster,40.0091,-76.3671,Lancaster,15989.0,66774.0,39.0,6744.0,736.0,#91c4da,#00d100,#ffaf00,#ff8767,#dc9fdc
17604,PA,Lancaster,40.0651,-76.3356,Lancaster,18192.0,73829.0,41.0,6363.0,800.0,#8abed7,#00c500,#ffa900,#ff8a69,#dc9edc
17605,PA,Lancaster,40.0185,-76.2976,Lancaster,9943.0,60220.0,39.0,5168.0,585.0,#a5d2e3,#00dc00,#ffaf00,#ff9370,#dc9fdc
17606,PA,Lancaster,40.1102,-76.3054,Lancaster,14705.0,67608.0,42.0,4378.0,500.0,#95c7dc,#00d000,#ffa500,#ff9874,#dc9fdc
17607,PA,Lancaster,40.0185,-76.2976,Lancaster,11031.0,68551.0,41.0,6382.0,790.0,#a2d0e1,#00ce00,#ffa900,#ff8a69,#dc9edc
17608,PA,Lancaster,40.0185,-76.2976,Lancaster,10230.0,65737.0,39.0,5939.0,694.0,#a4d1e2,#00d300,#ffaf00,#ff8d6c,#dc9fdc
17611,PA,Lancaster,40.0379,-76.3055,Lancaster,10206.0,71433.0,36.0,4674.0,910.0,#a4d2e2,#00c900,#ffba00,#ff9672,#db9edb
17622,PA,Lancaster,40.0418,-76.3012,Lancaster,13800.0,66417.0,42.0,5924.0,755.0,#98c9dd,#00d100,#ffa500,#ff8d6c,#dc9edc
17699,PA,Lancaster,40.0185,-76.2976,Lancaster,10268.0,64029.0,42.0,7066.0,737.0,#a4d1e2,#00d500,#ffa500,#ff8565,#dc9fdc
18001,PA,Lehigh,40.6934,-75.4712,Lehigh Valley,19405.0,62956.0,40.0,5946.0,1337.0,#86bbd6,#00d700,#ffac00,#ff8d6b,#db9ddb
18002,PA,Lehigh,40.6656,-75.4262,Lehigh Valley,12880.0,59726.0,38.0,5434.0,1985.0,#9bcbdf,#00dc00,#ffb300,#ff916e,#da9cda
18003,PA,Lehigh,40.6934,-75.4712,Lehigh Valley,15621.0,77749.0,36.0,7534.0,1414.0,#92c4db,#00bf00,#ffba00,#ff8263,#db9ddb
18011,PA,Lehigh,40.5145,-75.6029,Alburtis,19896.0,60599.0,41.0,5700.0,1331.0,#84bad5,#00db00,#ffa900,#ff8f6d,#db9ddb
18012,PA,Lehigh,40.8133,-75.592,Aquashicola,13276.0,75783.0,41.0,5785.0,2061.0,#9acade,#00c200,#ffa900,#ff8e6c,#da9cda
18013,PA,Lehigh,40.853,-75.1718,Bangor,15776.0,65924.0,39.0,5829.0,1359.0,#92c4db,#00d200,#ffaf00,#ff8e6c,#db9ddb
18014,PA,Lehigh,40.7551,-75.4086,Bath,19142.0,63117.0,40.0,5657.0,1273.0,#87bcd6,#00d700,#ffac00,#ff8f6d,#db9edb
18015,PA,Lehigh,40.6002,-75.3805,Bethlehem,34335.0,62818.0,36.0,13495.0,5052.0,#5497c2,#00d700,#ffba00,#ff5742,#d596d5
18016,PA,Lehigh,40.6934,-75.4712,Bethlehem,21359.0,66214.0,38.0,7467.0,1615.0,#7fb7d3,#00d200,#ffb300,#ff8263,#da9dda
18017,PA,Lehigh,40.6622,-75.3903,Bethlehem,15179.0,74631.0,37.0,7219.0,1057.0,#94c5db,#00c400,#ffb600,#ff8465,#db9edb
18018,PA,Lehigh,40.6278,-75.3928,Bethlehem,17957.0,65936.0,41.0,7570.0,1252.0,#8bbfd8,#00d200,#ffa900,#ff8163,#db9edb
18020,PA,Lehigh,40.6693,-75.3349,Bethlehem,32616.0,59523.0,39.0,12010.0,2487.0,#5a9bc4,#00dd00,#ffaf00,#ff624a,#d99bd9
18025,PA,Lehigh,40.6259,-75.3705,Bethlehem,27246.0,80682.0,36.0,10680.0,1903.0,#6ca8cb,#00ba00,#ffba00,#ff6b52,#da9cda
18030,PA,Lehigh,40.8011,-75.6614,Bowmanstown,27927.0,66684.0,36.0,10440.0,1916.0,#69a7ca,#00d100,#ffba00,#ff6d53,#da9cda
18031,PA,Lehigh,40.5526,-75.6553,Breinigsville,15651.0,62245.0,40.0,5572.0,1182.0,#92c4db,#00d800,#ffac00,#ff906e,#db9edb
18032,PA,Lehigh,40.6557,-75.4693,Catasauqua,17420.0,75646.0,40.0,8711.0,1314.0,#8cc0d8,#00c200,#ffac00,#ff795c,#db9ddb
18034,PA,Lehigh,40.5396,-75.4242,Center Valley,14797.0,70268.0,35.0,5456.0,1035.0,#95c6dc,#00cb00,#ffbd00,#ff916e,#db9edb
18035,PA,Lehigh,40.751,-75.5394,Cherryville,18361.0,67091.0,38.0,6706.0,1878.0,#89bed7,#00d000,#ffb300,#ff8867,#da9cda
18036,PA,Lehigh,40.5076,-75.3888,Coopersburg,17441.0,64174.0,37.0,7988.0,942.0,#8cc0d8,#00d500,#ffb600,#ff7f60,#db9edb
18037,PA,Lehigh,40.6701,-75.4955,Coplay,12014.0,58269.0,37.0,7711.0,1137.0,#9ecde0,#00df00,#ffb600,#ff8062,#db9edb
18038,PA,Lehigh,40.7866,-75.5186,Danielsville,20986.0,68023.0,38.0,5588.0,1736.0,#80b7d4,#00cf00,#ffb300,#ff906d,#da9dda
18039,PA,Lehigh,40.5757,-75.2232,Durham,15423.0,58684.0,36.0,5219.0,1897.0,#93c5db,#00de00,#ffba00,#ff926f,#da9cda
18040,PA,Lehigh,40.7449,-75.2217,Easton,35478.0,83694.0,40.0,13212.0,11623.0,#5094c0,#00b500,#ffac00,#ff5944,#cb8acb
18041,PA,Lehigh,40.4119,-75.5056,East Greenville,21698.0,69474.0,39.0,6618.0,999.0,#7eb6d3,#00cc00,#ffaf00,#ff8868,#db9edb
18042,PA,Lehigh,40.6516,-75.224,Easton,19428.0,76152.0,39.0,8324.0,1034.0,#86bbd6,#00c200,#ffaf00,#ff7c5f,#db9edb
18043,PA,Lehigh,40.6884,-75.2207,Easton,13236.0,70572.0,38.0,6038.0,1290.0,#9acade,#00cb00,#ffb300,#ff8c6b,#db9ddb
18044,PA,Lehigh,40.6884,-75.2207,Easton,20791.0,74121.0,40.0,8381.0,1261.0,#81b8d4,#00c500,#ffac00,#ff7c5e,#db9edb
18045,PA,Lehigh,40.6957,-75.2865,Easton,27372.0,74991.0,39.0,11163.0,5270.0,#6ba8cb,#00c400,#ffaf00,#ff684f,#d596d5
18046,PA,Lehigh,40.5476,-75.5613,East Texas,15688.0,73390.0,36.0,6700.0,948.0,#92c4db,#00c600,#ffba00,#ff8867,#db9edb
18049,PA,Lehigh,40.5293,-75.501,Emmaus,17045.0,67873.0,38.0,6088.0,1314.0,#8ec1d9,#00cf00,#ffb300,#ff8c6b,#db9ddb
18051,PA,Lehigh,40.593,-75.6568,Fogelsville,15039.0,60806.0,35.0,5353.0,2034.0,#94c6dc,#00db00,#ffbd00,#ff916f,#da9cda
18052,PA,Lehigh,40.6567,-75.5041,Whitehall,15894.0,65266.0,39.0,5990.0,1872.0,#91c4db,#00d300,#ffaf00,#ff8d6b,#da9cda
18053,PA,Lehigh,40.7118,-75.7147,Germansville,14585.0,71649.0,36.0,8471.0,1432.0,#96c7dc,#00c900,#ffba00,#ff7b5e,#db9ddb
